MTU (CET/CEST);Day-ahead Price [EUR/MWh];Currency;BZN|DK1
01.04.2023 17:00 - 01.04.2023 18:00;5206;EUR;
01.04.2023 18:00 - 01.04.2023 19:00;8489;EUR;
01.04.2023 19:00 - 01.04.2023 20:00;9089;EUR;
01.04.2023 20:00 - 01.04.2023 21:00;8489;EUR;
01.04.2023 21:00 - 01.04.2023 22:00;7560;EUR;
01.04.2023 22:00 - 01.04.2023 23:00;7995;EUR;
01.04.2023 23:00 - 02.04.2023 00:00;6664;EUR;
02.04.2023 00:00 - 02.04.2023 01:00;6959;EUR;
02.04.2023 01:00 - 02.04.2023 02:00;6046;EUR;
02.04.2023 02:00 - 02.04.2023 03:00;5851;EUR;
02.04.2023 03:00 - 02.04.2023 04:00;6046;EUR;
02.04.2023 04:00 - 02.04.2023 05:00;5851;EUR;
02.04.2023 05:00 - 02.04.2023 06:00;6046;EUR;
02.04.2023 06:00 - 02.04.2023 07:00;5872;EUR;
02.04.2023 07:00 - 02.04.2023 08:00;7008;EUR;
02.04.2023 08:00 - 02.04.2023 09:00;7555;EUR;
02.04.2023 09:00 - 02.04.2023 10:00;6609;EUR;
02.04.2023 10:00 - 02.04.2023 11:00;5166;EUR;
02.04.2023 11:00 - 02.04.2023 12:00;5024;EUR;
02.04.2023 12:00 - 02.04.2023 13:00;4264;EUR;
02.04.2023 13:00 - 02.04.2023 14:00;2607;EUR;
02.04.2023 14:00 - 02.04.2023 15:00;1421;EUR;
02.04.2023 15:00 - 02.04.2023 16:00;1479;EUR;
02.04.2023 16:00 - 02.04.2023 17:00;3185;EUR;
02.04.2023 17:00 - 02.04.2023 18:00;4174;EUR;
02.04.2023 18:00 - 02.04.2023 19:00;10041;EUR;
02.04.2023 19:00 - 02.04.2023 20:00;13000;EUR;
02.04.2023 20:00 - 02.04.2023 21:00;13150;EUR;
02.04.2023 21:00 - 02.04.2023 22:00;12060;EUR;
02.04.2023 22:00 - 02.04.2023 23:00;11268;EUR;
02.04.2023 23:00 - 03.04.2023 00:00;10912;EUR;
03.04.2023 00:00 - 03.04.2023 01:00;10853;EUR;
03.04.2023 01:00 - 03.04.2023 02:00;10768;EUR;
03.04.2023 02:00 - 03.04.2023 03:00;10804;EUR;
03.04.2023 03:00 - 03.04.2023 04:00;10390;EUR;
03.04.2023 04:00 - 03.04.2023 05:00;10043;EUR;
03.04.2023 05:00 - 03.04.2023 06:00;11007;EUR;
03.04.2023 06:00 - 03.04.2023 07:00;13922;EUR;
03.04.2023 07:00 - 03.04.2023 08:00;16754;EUR;
03.04.2023 08:00 - 03.04.2023 09:00;16379;EUR;
03.04.2023 09:00 - 03.04.2023 10:00;12838;EUR;
03.04.2023 10:00 - 03.04.2023 11:00;10380;EUR;
03.04.2023 11:00 - 03.04.2023 12:00;8876;EUR;
03.04.2023 12:00 - 03.04.2023 13:00;8098;EUR;
03.04.2023 13:00 - 03.04.2023 14:00;7490;EUR;
03.04.2023 14:00 - 03.04.2023 15:00;7166;EUR;
03.04.2023 15:00 - 03.04.2023 16:00;7891;EUR;
03.04.2023 16:00 - 03.04.2023 17:00;8200;EUR;
03.04.2023 17:00 - 03.04.2023 18:00;10035;EUR;
03.04.2023 18:00 - 03.04.2023 19:00;13377;EUR;
03.04.2023 19:00 - 03.04.2023 20:00;15811;EUR;
03.04.2023 20:00 - 03.04.2023 21:00;15625;EUR;
03.04.2023 21:00 - 03.04.2023 22:00;14294;EUR;
03.04.2023 22:00 - 03.04.2023 23:00;13202;EUR;
03.04.2023 23:00 - 04.04.2023 00:00;11312;EUR;
04.04.2023 00:00 - 04.04.2023 01:00;11085;EUR;
04.04.2023 01:00 - 04.04.2023 02:00;11000;EUR;
04.04.2023 02:00 - 04.04.2023 03:00;11368;EUR;
04.04.2023 03:00 - 04.04.2023 04:00;11542;EUR;
04.04.2023 04:00 - 04.04.2023 05:00;11664;EUR;
04.04.2023 05:00 - 04.04.2023 06:00;12191;EUR;
04.04.2023 06:00 - 04.04.2023 07:00;14535;EUR;
04.04.2023 07:00 - 04.04.2023 08:00;18038;EUR;
04.04.2023 08:00 - 04.04.2023 09:00;17853;EUR;
04.04.2023 09:00 - 04.04.2023 10:00;14763;EUR;
04.04.2023 10:00 - 04.04.2023 11:00;11843;EUR;
04.04.2023 11:00 - 04.04.2023 12:00;11202;EUR;
04.04.2023 12:00 - 04.04.2023 13:00;10886;EUR;
04.04.2023 13:00 - 04.04.2023 14:00;10812;EUR;
04.04.2023 14:00 - 04.04.2023 15:00;10731;EUR;
04.04.2023 15:00 - 04.04.2023 16:00;10871;EUR;
04.04.2023 16:00 - 04.04.2023 17:00;11273;EUR;
04.04.2023 17:00 - 04.04.2023 18:00;12200;EUR;
04.04.2023 18:00 - 04.04.2023 19:00;14710;EUR;
04.04.2023 19:00 - 04.04.2023 20:00;18000;EUR;
04.04.2023 20:00 - 04.04.2023 21:00;17732;EUR;
04.04.2023 21:00 - 04.04.2023 22:00;15556;EUR;
04.04.2023 22:00 - 04.04.2023 23:00;14119;EUR;
04.04.2023 23:00 - 05.04.2023 00:00;12993;EUR;
05.04.2023 00:00 - 05.04.2023 01:00;12751;EUR;
05.04.2023 01:00 - 05.04.2023 02:00;11826;EUR;
05.04.2023 02:00 - 05.04.2023 03:00;11961;EUR;
05.04.2023 03:00 - 05.04.2023 04:00;11825;EUR;
05.04.2023 04:00 - 05.04.2023 05:00;12499;EUR;
05.04.2023 05:00 - 05.04.2023 06:00;13446;EUR;
05.04.2023 06:00 - 05.04.2023 07:00;16582;EUR;
05.04.2023 07:00 - 05.04.2023 08:00;20792;EUR;
05.04.2023 08:00 - 05.04.2023 09:00;17974;EUR;
05.04.2023 09:00 - 05.04.2023 10:00;14216;EUR;
05.04.2023 10:00 - 05.04.2023 11:00;11960;EUR;
05.04.2023 11:00 - 05.04.2023 12:00;11500;EUR;
05.04.2023 12:00 - 05.04.2023 13:00;11336;EUR;
05.04.2023 13:00 - 05.04.2023 14:00;11361;EUR;
05.04.2023 14:00 - 05.04.2023 15:00;11322;EUR;
05.04.2023 15:00 - 05.04.2023 16:00;11322;EUR;
05.04.2023 16:00 - 05.04.2023 17:00;11630;EUR;
05.04.2023 17:00 - 05.04.2023 18:00;13561;EUR;
05.04.2023 18:00 - 05.04.2023 19:00;15652;EUR;
05.04.2023 19:00 - 05.04.2023 20:00;19956;EUR;
05.04.2023 20:00 - 05.04.2023 21:00;19168;EUR;
05.04.2023 21:00 - 05.04.2023 22:00;16498;EUR;
05.04.2023 22:00 - 05.04.2023 23:00;15139;EUR;
05.04.2023 23:00 - 06.04.2023 00:00;13913;EUR;
06.04.2023 00:00 - 06.04.2023 01:00;13554;EUR;
06.04.2023 01:00 - 06.04.2023 02:00;12412;EUR;
06.04.2023 02:00 - 06.04.2023 03:00;12000;EUR;
06.04.2023 03:00 - 06.04.2023 04:00;11533;EUR;
06.04.2023 04:00 - 06.04.2023 05:00;11485;EUR;
06.04.2023 05:00 - 06.04.2023 06:00;12491;EUR;
06.04.2023 06:00 - 06.04.2023 07:00;14251;EUR;
06.04.2023 07:00 - 06.04.2023 08:00;16163;EUR;
06.04.2023 08:00 - 06.04.2023 09:00;15596;EUR;
06.04.2023 09:00 - 06.04.2023 10:00;12945;EUR;
06.04.2023 10:00 - 06.04.2023 11:00;11463;EUR;
06.04.2023 11:00 - 06.04.2023 12:00;10510;EUR;
06.04.2023 12:00 - 06.04.2023 13:00;10402;EUR;
06.04.2023 13:00 - 06.04.2023 14:00;10310;EUR;
06.04.2023 14:00 - 06.04.2023 15:00;10437;EUR;
06.04.2023 15:00 - 06.04.2023 16:00;10467;EUR;
06.04.2023 16:00 - 06.04.2023 17:00;10647;EUR;
06.04.2023 17:00 - 06.04.2023 18:00;11173;EUR;
06.04.2023 18:00 - 06.04.2023 19:00;12227;EUR;
06.04.2023 19:00 - 06.04.2023 20:00;11637;EUR;
06.04.2023 20:00 - 06.04.2023 21:00;11849;EUR;
06.04.2023 21:00 - 06.04.2023 22:00;11416;EUR;
06.04.2023 22:00 - 06.04.2023 23:00;10900;EUR;
06.04.2023 23:00 - 07.04.2023 00:00;10709;EUR;
07.04.2023 00:00 - 07.04.2023 01:00;9878;EUR;
07.04.2023 01:00 - 07.04.2023 02:00;9778;EUR;
07.04.2023 02:00 - 07.04.2023 03:00;9821;EUR;
07.04.2023 03:00 - 07.04.2023 04:00;9879;EUR;
07.04.2023 04:00 - 07.04.2023 05:00;9995;EUR;
07.04.2023 05:00 - 07.04.2023 06:00;10695;EUR;
07.04.2023 06:00 - 07.04.2023 07:00;10294;EUR;
07.04.2023 07:00 - 07.04.2023 08:00;10666;EUR;
07.04.2023 08:00 - 07.04.2023 09:00;11051;EUR;
07.04.2023 09:00 - 07.04.2023 10:00;10395;EUR;
07.04.2023 10:00 - 07.04.2023 11:00;10176;EUR;
07.04.2023 11:00 - 07.04.2023 12:00;10090;EUR;
07.04.2023 12:00 - 07.04.2023 13:00;9196;EUR;
07.04.2023 13:00 - 07.04.2023 14:00;8677;EUR;
07.04.2023 14:00 - 07.04.2023 15:00;8500;EUR;
07.04.2023 15:00 - 07.04.2023 16:00;9212;EUR;
07.04.2023 16:00 - 07.04.2023 17:00;10081;EUR;
07.04.2023 17:00 - 07.04.2023 18:00;10774;EUR;
07.04.2023 18:00 - 07.04.2023 19:00;12660;EUR;
07.04.2023 19:00 - 07.04.2023 20:00;13855;EUR;
07.04.2023 20:00 - 07.04.2023 21:00;13507;EUR;
07.04.2023 21:00 - 07.04.2023 22:00;13500;EUR;
07.04.2023 22:00 - 07.04.2023 23:00;13632;EUR;
07.04.2023 23:00 - 08.04.2023 00:00;12607;EUR;
08.04.2023 00:00 - 08.04.2023 01:00;11990;EUR;
08.04.2023 01:00 - 08.04.2023 02:00;11151;EUR;
08.04.2023 02:00 - 08.04.2023 03:00;11265;EUR;
08.04.2023 03:00 - 08.04.2023 04:00;11075;EUR;
08.04.2023 04:00 - 08.04.2023 05:00;11078;EUR;
08.04.2023 05:00 - 08.04.2023 06:00;11216;EUR;
08.04.2023 06:00 - 08.04.2023 07:00;11256;EUR;
08.04.2023 07:00 - 08.04.2023 08:00;12935;EUR;
08.04.2023 08:00 - 08.04.2023 09:00;13075;EUR;
08.04.2023 09:00 - 08.04.2023 10:00;12559;EUR;
08.04.2023 10:00 - 08.04.2023 11:00;10807;EUR;
08.04.2023 11:00 - 08.04.2023 12:00;10427;EUR;
08.04.2023 12:00 - 08.04.2023 13:00;9885;EUR;
08.04.2023 13:00 - 08.04.2023 14:00;9576;EUR;
08.04.2023 14:00 - 08.04.2023 15:00;9240;EUR;
08.04.2023 15:00 - 08.04.2023 16:00;9147;EUR;
08.04.2023 16:00 - 08.04.2023 17:00;9598;EUR;
08.04.2023 17:00 - 08.04.2023 18:00;10447;EUR;
08.04.2023 18:00 - 08.04.2023 19:00;11747;EUR;
08.04.2023 19:00 - 08.04.2023 20:00;13501;EUR;
08.04.2023 20:00 - 08.04.2023 21:00;13977;EUR;
08.04.2023 21:00 - 08.04.2023 22:00;13731;EUR;
08.04.2023 22:00 - 08.04.2023 23:00;13490;EUR;
08.04.2023 23:00 - 09.04.2023 00:00;12698;EUR;
09.04.2023 00:00 - 09.04.2023 01:00;12799;EUR;
09.04.2023 01:00 - 09.04.2023 02:00;11786;EUR;
09.04.2023 02:00 - 09.04.2023 03:00;11983;EUR;
09.04.2023 03:00 - 09.04.2023 04:00;11799;EUR;
09.04.2023 04:00 - 09.04.2023 05:00;11824;EUR;
09.04.2023 05:00 - 09.04.2023 06:00;11786;EUR;
09.04.2023 06:00 - 09.04.2023 07:00;12000;EUR;
09.04.2023 07:00 - 09.04.2023 08:00;11890;EUR;
09.04.2023 08:00 - 09.04.2023 09:00;12298;EUR;
09.04.2023 09:00 - 09.04.2023 10:00;11221;EUR;
09.04.2023 10:00 - 09.04.2023 11:00;10000;EUR;
09.04.2023 11:00 - 09.04.2023 12:00;8700;EUR;
09.04.2023 12:00 - 09.04.2023 13:00;8196;EUR;
09.04.2023 13:00 - 09.04.2023 14:00;6001;EUR;
09.04.2023 14:00 - 09.04.2023 15:00;5500;EUR;
09.04.2023 15:00 - 09.04.2023 16:00;5600;EUR;
09.04.2023 16:00 - 09.04.2023 17:00;7400;EUR;
09.04.2023 17:00 - 09.04.2023 18:00;8635;EUR;
09.04.2023 18:00 - 09.04.2023 19:00;11520;EUR;
09.04.2023 19:00 - 09.04.2023 20:00;12997;EUR;
09.04.2023 20:00 - 09.04.2023 21:00;13346;EUR;
09.04.2023 21:00 - 09.04.2023 22:00;12639;EUR;
09.04.2023 22:00 - 09.04.2023 23:00;11500;EUR;
09.04.2023 23:00 - 10.04.2023 00:00;10694;EUR;
10.04.2023 00:00 - 10.04.2023 01:00;9821;EUR;
10.04.2023 01:00 - 10.04.2023 02:00;8185;EUR;
10.04.2023 02:00 - 10.04.2023 03:00;7814;EUR;
10.04.2023 03:00 - 10.04.2023 04:00;7190;EUR;
10.04.2023 04:00 - 10.04.2023 05:00;7000;EUR;
10.04.2023 05:00 - 10.04.2023 06:00;7296;EUR;
10.04.2023 06:00 - 10.04.2023 07:00;8000;EUR;
10.04.2023 07:00 - 10.04.2023 08:00;7761;EUR;
10.04.2023 08:00 - 10.04.2023 09:00;6943;EUR;
10.04.2023 09:00 - 10.04.2023 10:00;5488;EUR;
10.04.2023 10:00 - 10.04.2023 11:00;2207;EUR;
10.04.2023 11:00 - 10.04.2023 12:00;20;EUR;
10.04.2023 12:00 - 10.04.2023 13:00;-101;EUR;
10.04.2023 13:00 - 10.04.2023 14:00;-784;EUR;
10.04.2023 14:00 - 10.04.2023 15:00;-733;EUR;
10.04.2023 15:00 - 10.04.2023 16:00;-310;EUR;
10.04.2023 16:00 - 10.04.2023 17:00;-7;EUR;
10.04.2023 17:00 - 10.04.2023 18:00;1949;EUR;
10.04.2023 18:00 - 10.04.2023 19:00;4458;EUR;
10.04.2023 19:00 - 10.04.2023 20:00;6554;EUR;
10.04.2023 20:00 - 10.04.2023 21:00;4084;EUR;
10.04.2023 21:00 - 10.04.2023 22:00;2181;EUR;
10.04.2023 22:00 - 10.04.2023 23:00;1152;EUR;
10.04.2023 23:00 - 11.04.2023 00:00;10;EUR;
11.04.2023 00:00 - 11.04.2023 01:00;145;EUR;
11.04.2023 01:00 - 11.04.2023 02:00;99;EUR;
11.04.2023 02:00 - 11.04.2023 03:00;72;EUR;
11.04.2023 03:00 - 11.04.2023 04:00;109;EUR;
11.04.2023 04:00 - 11.04.2023 05:00;610;EUR;
11.04.2023 05:00 - 11.04.2023 06:00;3402;EUR;
11.04.2023 06:00 - 11.04.2023 07:00;9380;EUR;
11.04.2023 07:00 - 11.04.2023 08:00;10563;EUR;
11.04.2023 08:00 - 11.04.2023 09:00;10826;EUR;
11.04.2023 09:00 - 11.04.2023 10:00;9380;EUR;
11.04.2023 10:00 - 11.04.2023 11:00;5425;EUR;
11.04.2023 11:00 - 11.04.2023 12:00;903;EUR;
11.04.2023 12:00 - 11.04.2023 13:00;7;EUR;
11.04.2023 13:00 - 11.04.2023 14:00;-10;EUR;
11.04.2023 14:00 - 11.04.2023 15:00;-9;EUR;
11.04.2023 15:00 - 11.04.2023 16:00;-1;EUR;
11.04.2023 16:00 - 11.04.2023 17:00;661;EUR;
11.04.2023 17:00 - 11.04.2023 18:00;8220;EUR;
11.04.2023 18:00 - 11.04.2023 19:00;13080;EUR;
11.04.2023 19:00 - 11.04.2023 20:00;16246;EUR;
11.04.2023 20:00 - 11.04.2023 21:00;16538;EUR;
11.04.2023 21:00 - 11.04.2023 22:00;14139;EUR;
11.04.2023 22:00 - 11.04.2023 23:00;13080;EUR;
11.04.2023 23:00 - 12.04.2023 00:00;11100;EUR;
12.04.2023 00:00 - 12.04.2023 01:00;9760;EUR;
12.04.2023 01:00 - 12.04.2023 02:00;8623;EUR;
12.04.2023 02:00 - 12.04.2023 03:00;8063;EUR;
12.04.2023 03:00 - 12.04.2023 04:00;7871;EUR;
12.04.2023 04:00 - 12.04.2023 05:00;8020;EUR;
12.04.2023 05:00 - 12.04.2023 06:00;8580;EUR;
12.04.2023 06:00 - 12.04.2023 07:00;10390;EUR;
12.04.2023 07:00 - 12.04.2023 08:00;12335;EUR;
12.04.2023 08:00 - 12.04.2023 09:00;10665;EUR;
12.04.2023 09:00 - 12.04.2023 10:00;10500;EUR;
12.04.2023 10:00 - 12.04.2023 11:00;10295;EUR;
12.04.2023 11:00 - 12.04.2023 12:00;9879;EUR;
12.04.2023 12:00 - 12.04.2023 13:00;9722;EUR;
12.04.2023 13:00 - 12.04.2023 14:00;9434;EUR;
12.04.2023 14:00 - 12.04.2023 15:00;9441;EUR;
12.04.2023 15:00 - 12.04.2023 16:00;9406;EUR;
12.04.2023 16:00 - 12.04.2023 17:00;10034;EUR;
12.04.2023 17:00 - 12.04.2023 18:00;10930;EUR;
12.04.2023 18:00 - 12.04.2023 19:00;10662;EUR;
12.04.2023 19:00 - 12.04.2023 20:00;11086;EUR;
12.04.2023 20:00 - 12.04.2023 21:00;11014;EUR;
12.04.2023 21:00 - 12.04.2023 22:00;10983;EUR;
12.04.2023 22:00 - 12.04.2023 23:00;10930;EUR;
12.04.2023 23:00 - 13.04.2023 00:00;9752;EUR;
13.04.2023 00:00 - 13.04.2023 01:00;9723;EUR;
13.04.2023 01:00 - 13.04.2023 02:00;8509;EUR;
13.04.2023 02:00 - 13.04.2023 03:00;7933;EUR;
13.04.2023 03:00 - 13.04.2023 04:00;7286;EUR;
13.04.2023 04:00 - 13.04.2023 05:00;7127;EUR;
13.04.2023 05:00 - 13.04.2023 06:00;8250;EUR;
13.04.2023 06:00 - 13.04.2023 07:00;10206;EUR;
13.04.2023 07:00 - 13.04.2023 08:00;11504;EUR;
13.04.2023 08:00 - 13.04.2023 09:00;11896;EUR;
13.04.2023 09:00 - 13.04.2023 10:00;10281;EUR;
13.04.2023 10:00 - 13.04.2023 11:00;8598;EUR;
13.04.2023 11:00 - 13.04.2023 12:00;7939;EUR;
13.04.2023 12:00 - 13.04.2023 13:00;7692;EUR;
13.04.2023 13:00 - 13.04.2023 14:00;5380;EUR;
13.04.2023 14:00 - 13.04.2023 15:00;5372;EUR;
13.04.2023 15:00 - 13.04.2023 16:00;4253;EUR;
13.04.2023 16:00 - 13.04.2023 17:00;2659;EUR;
13.04.2023 17:00 - 13.04.2023 18:00;8413;EUR;
13.04.2023 18:00 - 13.04.2023 19:00;12810;EUR;
13.04.2023 19:00 - 13.04.2023 20:00;15100;EUR;
13.04.2023 20:00 - 13.04.2023 21:00;15520;EUR;
13.04.2023 21:00 - 13.04.2023 22:00;15098;EUR;
13.04.2023 22:00 - 13.04.2023 23:00;13404;EUR;
13.04.2023 23:00 - 14.04.2023 00:00;12010;EUR;
14.04.2023 00:00 - 14.04.2023 01:00;11809;EUR;
14.04.2023 01:00 - 14.04.2023 02:00;11280;EUR;
14.04.2023 02:00 - 14.04.2023 03:00;11654;EUR;
14.04.2023 03:00 - 14.04.2023 04:00;11280;EUR;
14.04.2023 04:00 - 14.04.2023 05:00;11314;EUR;
14.04.2023 05:00 - 14.04.2023 06:00;12740;EUR;
14.04.2023 06:00 - 14.04.2023 07:00;14474;EUR;
14.04.2023 07:00 - 14.04.2023 08:00;17176;EUR;
14.04.2023 08:00 - 14.04.2023 09:00;17611;EUR;
14.04.2023 09:00 - 14.04.2023 10:00;15088;EUR;
14.04.2023 10:00 - 14.04.2023 11:00;12986;EUR;
14.04.2023 11:00 - 14.04.2023 12:00;11866;EUR;
14.04.2023 12:00 - 14.04.2023 13:00;10754;EUR;
14.04.2023 13:00 - 14.04.2023 14:00;10580;EUR;
14.04.2023 14:00 - 14.04.2023 15:00;10622;EUR;
14.04.2023 15:00 - 14.04.2023 16:00;10930;EUR;
14.04.2023 16:00 - 14.04.2023 17:00;10524;EUR;
14.04.2023 17:00 - 14.04.2023 18:00;11654;EUR;
14.04.2023 18:00 - 14.04.2023 19:00;13816;EUR;
14.04.2023 19:00 - 14.04.2023 20:00;15169;EUR;
14.04.2023 20:00 - 14.04.2023 21:00;15221;EUR;
14.04.2023 21:00 - 14.04.2023 22:00;15100;EUR;
14.04.2023 22:00 - 14.04.2023 23:00;13433;EUR;
14.04.2023 23:00 - 15.04.2023 00:00;12029;EUR;
15.04.2023 00:00 - 15.04.2023 01:00;12390;EUR;
15.04.2023 01:00 - 15.04.2023 02:00;11200;EUR;
15.04.2023 02:00 - 15.04.2023 03:00;11438;EUR;
15.04.2023 03:00 - 15.04.2023 04:00;10800;EUR;
15.04.2023 04:00 - 15.04.2023 05:00;10514;EUR;
15.04.2023 05:00 - 15.04.2023 06:00;10355;EUR;
15.04.2023 06:00 - 15.04.2023 07:00;10512;EUR;
15.04.2023 07:00 - 15.04.2023 08:00;10453;EUR;
15.04.2023 08:00 - 15.04.2023 09:00;10554;EUR;
15.04.2023 09:00 - 15.04.2023 10:00;10110;EUR;
15.04.2023 10:00 - 15.04.2023 11:00;9492;EUR;
15.04.2023 11:00 - 15.04.2023 12:00;9394;EUR;
15.04.2023 12:00 - 15.04.2023 13:00;8331;EUR;
15.04.2023 13:00 - 15.04.2023 14:00;8195;EUR;
15.04.2023 14:00 - 15.04.2023 15:00;8197;EUR;
15.04.2023 15:00 - 15.04.2023 16:00;8227;EUR;
15.04.2023 16:00 - 15.04.2023 17:00;8775;EUR;
15.04.2023 17:00 - 15.04.2023 18:00;9881;EUR;
15.04.2023 18:00 - 15.04.2023 19:00;11266;EUR;
15.04.2023 19:00 - 15.04.2023 20:00;12998;EUR;
15.04.2023 20:00 - 15.04.2023 21:00;13451;EUR;
15.04.2023 21:00 - 15.04.2023 22:00;12780;EUR;
15.04.2023 22:00 - 15.04.2023 23:00;12771;EUR;
15.04.2023 23:00 - 16.04.2023 00:00;11930;EUR;
16.04.2023 00:00 - 16.04.2023 01:00;11155;EUR;
16.04.2023 01:00 - 16.04.2023 02:00;10349;EUR;
16.04.2023 02:00 - 16.04.2023 03:00;10268;EUR;
16.04.2023 03:00 - 16.04.2023 04:00;10109;EUR;
16.04.2023 04:00 - 16.04.2023 05:00;10263;EUR;
16.04.2023 05:00 - 16.04.2023 06:00;10350;EUR;
16.04.2023 06:00 - 16.04.2023 07:00;10350;EUR;
16.04.2023 07:00 - 16.04.2023 08:00;10337;EUR;
16.04.2023 08:00 - 16.04.2023 09:00;11043;EUR;
16.04.2023 09:00 - 16.04.2023 10:00;11468;EUR;
16.04.2023 10:00 - 16.04.2023 11:00;11104;EUR;
16.04.2023 11:00 - 16.04.2023 12:00;10783;EUR;
16.04.2023 12:00 - 16.04.2023 13:00;10405;EUR;
16.04.2023 13:00 - 16.04.2023 14:00;9816;EUR;
16.04.2023 14:00 - 16.04.2023 15:00;9471;EUR;
16.04.2023 15:00 - 16.04.2023 16:00;9426;EUR;
16.04.2023 16:00 - 16.04.2023 17:00;9604;EUR;
16.04.2023 17:00 - 16.04.2023 18:00;10097;EUR;
16.04.2023 18:00 - 16.04.2023 19:00;11521;EUR;
16.04.2023 19:00 - 16.04.2023 20:00;13288;EUR;
16.04.2023 20:00 - 16.04.2023 21:00;14000;EUR;
16.04.2023 21:00 - 16.04.2023 22:00;13500;EUR;
16.04.2023 22:00 - 16.04.2023 23:00;12997;EUR;
16.04.2023 23:00 - 17.04.2023 00:00;12535;EUR;
17.04.2023 00:00 - 17.04.2023 01:00;11475;EUR;
17.04.2023 01:00 - 17.04.2023 02:00;11114;EUR;
17.04.2023 02:00 - 17.04.2023 03:00;10896;EUR;
17.04.2023 03:00 - 17.04.2023 04:00;11044;EUR;
17.04.2023 04:00 - 17.04.2023 05:00;11000;EUR;
17.04.2023 05:00 - 17.04.2023 06:00;11503;EUR;
17.04.2023 06:00 - 17.04.2023 07:00;14082;EUR;
17.04.2023 07:00 - 17.04.2023 08:00;17868;EUR;
17.04.2023 08:00 - 17.04.2023 09:00;20051;EUR;
17.04.2023 09:00 - 17.04.2023 10:00;16314;EUR;
17.04.2023 10:00 - 17.04.2023 11:00;13561;EUR;
17.04.2023 11:00 - 17.04.2023 12:00;11760;EUR;
17.04.2023 12:00 - 17.04.2023 13:00;10513;EUR;
17.04.2023 13:00 - 17.04.2023 14:00;10092;EUR;
17.04.2023 14:00 - 17.04.2023 15:00;9699;EUR;
17.04.2023 15:00 - 17.04.2023 16:00;9275;EUR;
17.04.2023 16:00 - 17.04.2023 17:00;9676;EUR;
17.04.2023 17:00 - 17.04.2023 18:00;10099;EUR;
17.04.2023 18:00 - 17.04.2023 19:00;12233;EUR;
17.04.2023 19:00 - 17.04.2023 20:00;14361;EUR;
17.04.2023 20:00 - 17.04.2023 21:00;14278;EUR;
17.04.2023 21:00 - 17.04.2023 22:00;13425;EUR;
17.04.2023 22:00 - 17.04.2023 23:00;12282;EUR;
17.04.2023 23:00 - 18.04.2023 00:00;10916;EUR;
18.04.2023 00:00 - 18.04.2023 01:00;10531;EUR;
18.04.2023 01:00 - 18.04.2023 02:00;10207;EUR;
18.04.2023 02:00 - 18.04.2023 03:00;10110;EUR;
18.04.2023 03:00 - 18.04.2023 04:00;10129;EUR;
18.04.2023 04:00 - 18.04.2023 05:00;10055;EUR;
18.04.2023 05:00 - 18.04.2023 06:00;10127;EUR;
18.04.2023 06:00 - 18.04.2023 07:00;12700;EUR;
18.04.2023 07:00 - 18.04.2023 08:00;14027;EUR;
18.04.2023 08:00 - 18.04.2023 09:00;15488;EUR;
18.04.2023 09:00 - 18.04.2023 10:00;13034;EUR;
18.04.2023 10:00 - 18.04.2023 11:00;10292;EUR;
18.04.2023 11:00 - 18.04.2023 12:00;9959;EUR;
18.04.2023 12:00 - 18.04.2023 13:00;9008;EUR;
18.04.2023 13:00 - 18.04.2023 14:00;8400;EUR;
18.04.2023 14:00 - 18.04.2023 15:00;7879;EUR;
18.04.2023 15:00 - 18.04.2023 16:00;7763;EUR;
18.04.2023 16:00 - 18.04.2023 17:00;7920;EUR;
18.04.2023 17:00 - 18.04.2023 18:00;9147;EUR;
18.04.2023 18:00 - 18.04.2023 19:00;9763;EUR;
18.04.2023 19:00 - 18.04.2023 20:00;9991;EUR;
18.04.2023 20:00 - 18.04.2023 21:00;10447;EUR;
18.04.2023 21:00 - 18.04.2023 22:00;10433;EUR;
18.04.2023 22:00 - 18.04.2023 23:00;10347;EUR;
18.04.2023 23:00 - 19.04.2023 00:00;9574;EUR;
19.04.2023 00:00 - 19.04.2023 01:00;10220;EUR;
19.04.2023 01:00 - 19.04.2023 02:00;9754;EUR;
19.04.2023 02:00 - 19.04.2023 03:00;9992;EUR;
19.04.2023 03:00 - 19.04.2023 04:00;9895;EUR;
19.04.2023 04:00 - 19.04.2023 05:00;10133;EUR;
19.04.2023 05:00 - 19.04.2023 06:00;10587;EUR;
19.04.2023 06:00 - 19.04.2023 07:00;13000;EUR;
19.04.2023 07:00 - 19.04.2023 08:00;13894;EUR;
19.04.2023 08:00 - 19.04.2023 09:00;13700;EUR;
19.04.2023 09:00 - 19.04.2023 10:00;10410;EUR;
19.04.2023 10:00 - 19.04.2023 11:00;7000;EUR;
19.04.2023 11:00 - 19.04.2023 12:00;5691;EUR;
19.04.2023 12:00 - 19.04.2023 13:00;2960;EUR;
19.04.2023 13:00 - 19.04.2023 14:00;529;EUR;
19.04.2023 14:00 - 19.04.2023 15:00;9;EUR;
19.04.2023 15:00 - 19.04.2023 16:00;271;EUR;
19.04.2023 16:00 - 19.04.2023 17:00;2274;EUR;
19.04.2023 17:00 - 19.04.2023 18:00;7231;EUR;
19.04.2023 18:00 - 19.04.2023 19:00;9148;EUR;
19.04.2023 19:00 - 19.04.2023 20:00;11083;EUR;
19.04.2023 20:00 - 19.04.2023 21:00;10975;EUR;
