time,temperature_2m (°C),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2023-04-18T19:00,10.8,0.0,14.0,5.22,8.78
2023-04-18T20:00,9.1,0.0,0.0,4.94,8.59
2023-04-18T21:00,7.9,0.0,0.0,4.79,8.50
2023-04-18T22:00,7.0,0.0,0.0,4.65,8.42
2023-04-18T23:00,6.3,0.0,0.0,4.97,8.61
2023-04-19T00:00,5.6,0.0,0.0,5.15,8.91
2023-04-19T01:00,4.9,0.0,0.0,5.28,9.27
2023-04-19T02:00,4.3,0.0,0.0,5.24,9.17
2023-04-19T03:00,3.7,0.0,0.0,5.42,9.57
2023-04-19T04:00,3.4,0.0,0.0,5.00,8.96
2023-04-19T05:00,3.2,0.0,0.0,4.75,8.76
2023-04-19T06:00,3.4,17.0,17.0,4.88,8.61
2023-04-19T07:00,4.6,98.0,58.0,4.81,7.98
2023-04-19T08:00,6.7,230.0,81.0,6.05,8.85
2023-04-19T09:00,8.2,346.0,108.0,6.48,9.29
2023-04-19T10:00,9.5,500.0,106.0,6.65,9.30
2023-04-19T11:00,10.6,571.0,124.0,6.67,9.24
2023-04-19T12:00,11.1,546.0,152.0,6.76,9.40
2023-04-19T13:00,11.2,459.0,198.0,6.54,9.18
2023-04-19T14:00,10.4,285.0,263.0,6.51,9.20
2023-04-19T15:00,8.4,111.0,220.0,6.22,9.04
2023-04-19T16:00,6.8,74.0,170.0,6.20,9.50
2023-04-19T17:00,5.8,26.0,126.0,5.83,9.39
2023-04-19T18:00,5.3,0.0,40.0,5.39,8.76
2023-04-19T19:00,5.4,0.0,12.0,4.74,7.98
2023-04-19T20:00,5.7,0.0,0.0,4.26,7.29
2023-04-19T21:00,5.8,0.0,0.0,4.12,7.10
2023-04-19T22:00,5.9,0.0,0.0,3.42,6.11
2023-04-19T23:00,6.1,0.0,0.0,3.85,6.62
2023-04-20T00:00,6.0,0.0,0.0,3.26,5.77
2023-04-20T01:00,6.0,0.0,0.0,2.72,4.92
2023-04-20T02:00,6.0,0.0,0.0,2.31,4.24
2023-04-20T03:00,6.0,0.0,0.0,1.90,3.86
2023-04-20T04:00,6.0,0.0,0.0,1.84,3.77
2023-04-20T05:00,5.7,0.0,0.0,1.90,4.00
2023-04-20T06:00,5.8,4.0,15.0,2.00,3.52
2023-04-20T07:00,6.4,10.0,63.0,2.62,3.61
2023-04-20T08:00,7.3,102.0,108.0,2.80,3.80
2023-04-20T09:00,8.6,134.0,194.0,3.20,4.40
2023-04-20T10:00,9.2,30.0,196.0,3.13,4.34
2023-04-20T11:00,10.5,150.0,251.0,2.89,3.79
2023-04-20T12:00,11.9,250.0,215.0,3.23,4.27
2023-04-20T13:00,13.1,146.0,265.0,4.03,5.36
2023-04-20T14:00,13.8,92.0,226.0,4.59,6.32
2023-04-20T15:00,14.4,78.0,208.0,3.76,5.39
2023-04-20T16:00,14.7,121.0,149.0,3.22,5.07
2023-04-20T17:00,14.4,71.0,105.0,3.26,5.55
2023-04-20T18:00,14.0,70.0,74.0,3.42,6.33
2023-04-20T19:00,12.7,20.0,25.0,3.38,7.28
2023-04-20T20:00,11.6,0.0,0.0,3.61,7.78
2023-04-20T21:00,10.8,0.0,0.0,3.49,7.63
2023-04-20T22:00,10.4,0.0,0.0,3.42,7.62
2023-04-20T23:00,9.7,0.0,0.0,4.18,8.55
2023-04-21T00:00,9.3,0.0,0.0,4.05,8.40
2023-04-21T01:00,8.8,0.0,0.0,4.18,8.71
2023-04-21T02:00,8.5,0.0,0.0,4.33,8.98
2023-04-21T03:00,8.3,0.0,0.0,4.37,8.94
2023-04-21T04:00,8.0,0.0,0.0,4.27,8.83
2023-04-21T05:00,7.7,0.0,0.0,4.05,8.52
2023-04-21T06:00,7.9,19.0,20.0,4.00,8.05
2023-04-21T07:00,9.4,109.0,57.0,4.08,7.52
2023-04-21T08:00,11.6,242.0,81.0,4.13,6.22
2023-04-21T09:00,13.5,380.0,96.0,4.42,6.21
2023-04-21T10:00,15.2,500.0,107.0,4.42,6.11
2023-04-21T11:00,16.7,588.0,114.0,3.92,5.32
2023-04-21T12:00,17.9,635.0,118.0,4.53,6.12
2023-04-21T13:00,18.3,484.0,144.0,5.20,7.21
2023-04-21T14:00,18.6,470.0,149.0,5.01,7.03
2023-04-21T15:00,18.7,359.0,175.0,4.72,6.74
2023-04-21T16:00,18.4,206.0,188.0,4.40,6.42
2023-04-21T17:00,17.8,131.0,147.0,3.72,6.11
2023-04-21T18:00,16.5,121.0,68.0,3.16,6.44
2023-04-21T19:00,14.5,29.0,27.0,3.16,7.23
2023-04-21T20:00,13.4,0.0,1.0,3.41,7.90
2023-04-21T21:00,12.2,0.0,0.0,3.61,8.09
2023-04-21T22:00,11.4,0.0,0.0,3.55,8.13
2023-04-21T23:00,10.6,0.0,0.0,3.61,8.14
2023-04-22T00:00,9.9,0.0,0.0,3.31,7.75
2023-04-22T01:00,9.1,0.0,0.0,3.14,7.41
2023-04-22T02:00,8.4,0.0,0.0,3.16,7.34
2023-04-22T03:00,7.8,0.0,0.0,3.16,7.25
2023-04-22T04:00,7.2,0.0,0.0,3.20,7.26
2023-04-22T05:00,6.7,0.0,0.0,3.01,7.05
2023-04-22T06:00,7.1,22.0,21.0,3.23,6.83
2023-04-22T07:00,9.4,113.0,59.0,3.40,6.30
2023-04-22T08:00,12.0,248.0,82.0,3.11,4.78
2023-04-22T09:00,14.3,387.0,96.0,3.20,4.33
2023-04-22T10:00,16.4,507.0,107.0,3.19,4.24
2023-04-22T11:00,18.1,595.0,114.0,3.25,4.39
2023-04-22T12:00,19.4,642.0,118.0,3.58,4.83
2023-04-22T13:00,20.0,636.0,124.0,3.71,4.97
2023-04-22T14:00,20.3,592.0,117.0,3.62,4.79
2023-04-22T15:00,20.4,523.0,107.0,3.45,4.68
2023-04-22T16:00,20.3,404.0,99.0,3.23,4.55
2023-04-22T17:00,19.7,268.0,84.0,2.56,4.60
2023-04-22T18:00,18.3,134.0,62.0,2.36,5.45
2023-04-22T19:00,16.3,29.0,30.0,2.48,6.30
2023-04-22T20:00,15.0,0.0,1.0,2.83,7.02
2023-04-22T21:00,13.9,0.0,0.0,3.19,7.55
2023-04-22T22:00,13.2,0.0,0.0,3.41,7.79
2023-04-22T23:00,12.6,0.0,0.0,3.77,8.47
2023-04-23T00:00,12.3,0.0,0.0,3.91,8.52
2023-04-23T01:00,11.9,0.0,0.0,3.77,8.44
2023-04-23T02:00,11.8,0.0,0.0,3.71,8.08
2023-04-23T03:00,11.6,0.0,0.0,2.94,6.69
2023-04-23T04:00,11.3,0.0,0.0,2.25,5.45
2023-04-23T05:00,11.1,0.0,0.0,2.28,5.44
2023-04-23T06:00,11.6,2.0,19.0,2.79,5.97
2023-04-23T07:00,12.5,11.0,54.0,2.91,5.55
2023-04-23T08:00,13.7,46.0,104.0,3.05,5.08
2023-04-23T09:00,13.7,11.0,135.0,3.14,4.89
2023-04-23T10:00,13.4,1.0,92.0,3.76,5.77
2023-04-23T11:00,12.9,0.0,106.0,2.79,4.75
2023-04-23T12:00,12.7,4.0,99.0,3.41,5.62
2023-04-23T13:00,13.3,44.0,132.0,3.23,4.57
2023-04-23T14:00,15.0,315.0,180.0,2.55,3.34
2023-04-23T15:00,15.8,215.0,211.0,2.06,2.82
2023-04-23T16:00,16.4,241.0,159.0,2.37,3.18
2023-04-23T17:00,16.6,144.0,128.0,1.84,2.56
2023-04-23T18:00,16.3,78.0,84.0,0.63,1.32
2023-04-23T19:00,14.3,22.0,36.0,1.53,2.87
2023-04-23T20:00,12.8,0.0,1.0,2.47,5.37
2023-04-23T21:00,11.7,0.0,0.0,2.91,6.63
2023-04-23T22:00,11.0,0.0,0.0,3.07,6.99
2023-04-23T23:00,10.6,0.0,0.0,2.64,6.44
2023-04-24T00:00,10.4,0.0,0.0,2.91,6.56
2023-04-24T01:00,10.2,0.0,0.0,2.87,6.30
2023-04-24T02:00,10.3,0.0,0.0,2.69,5.99
2023-04-24T03:00,10.5,0.0,0.0,2.46,5.69
2023-04-24T04:00,10.5,0.0,0.0,2.50,5.76
2023-04-24T05:00,10.8,0.0,0.0,2.28,5.30
2023-04-24T06:00,11.0,4.0,27.0,2.60,5.46
2023-04-24T07:00,11.7,20.0,78.0,3.00,5.61
2023-04-24T08:00,12.4,6.0,135.0,3.19,5.34
2023-04-24T09:00,13.1,37.0,160.0,3.50,5.12
2023-04-24T10:00,14.0,66.0,236.0,3.84,5.40
2023-04-24T11:00,14.7,112.0,252.0,3.45,4.72
2023-04-24T12:00,15.3,147.0,258.0,4.11,5.72
2023-04-24T13:00,15.1,134.0,229.0,4.13,6.24
2023-04-24T14:00,15.8,276.0,248.0,5.06,7.14
2023-04-24T15:00,15.9,381.0,158.0,4.97,7.17
2023-04-24T16:00,15.6,235.0,168.0,5.25,7.75
2023-04-24T17:00,15.2,176.0,118.0,5.52,8.78
2023-04-24T18:00,13.7,53.0,93.0,5.95,9.49
2023-04-24T19:00,11.7,14.0,34.0,6.33,10.33
2023-04-24T20:00,10.1,0.0,1.0,6.68,10.68
2023-04-24T21:00,9.5,0.0,0.0,5.94,9.54
2023-04-24T22:00,9.0,0.0,0.0,4.88,8.09
2023-04-24T23:00,8.5,0.0,0.0,4.30,7.62
2023-04-25T00:00,8.2,0.0,0.0,4.25,7.59
2023-04-25T01:00,8.1,0.0,0.0,4.56,8.04
2023-04-25T02:00,8.2,0.0,0.0,4.72,8.19
2023-04-25T03:00,8.1,0.0,0.0,4.71,8.05
2023-04-25T04:00,7.8,0.0,0.0,4.49,7.81
2023-04-25T05:00,7.8,0.0,0.0,4.37,7.47
2023-04-25T06:00,7.8,1.0,17.0,3.92,6.43
2023-04-25T07:00,7.9,1.0,57.0,4.74,7.06
2023-04-25T08:00,8.5,69.0,110.0,4.91,6.92
2023-04-25T09:00,8.7,74.0,162.0,4.85,6.79
2023-04-25T10:00,9.4,233.0,185.0,5.12,7.08
2023-04-25T11:00,9.9,240.0,271.0,5.60,7.66
2023-04-25T12:00,10.7,441.0,219.0,6.04,8.35
2023-04-25T13:00,10.9,403.0,183.0,6.11,8.52
2023-04-25T14:00,11.4,416.0,196.0,6.32,8.79
2023-04-25T15:00,11.0,236.0,231.0,6.58,9.27
2023-04-25T16:00,10.7,221.0,186.0,6.14,8.83
2023-04-25T17:00,10.2,89.0,150.0,5.82,8.38
2023-04-25T18:00,9.7,88.0,87.0,4.88,7.53
2023-04-25T19:00,8.8,30.0,30.0,4.03,7.02
2023-04-25T20:00,7.5,0.0,2.0,3.80,7.13
2023-04-25T21:00,6.9,0.0,0.0,3.91,7.37
2023-04-25T22:00,6.3,0.0,0.0,4.13,7.65
2023-04-25T23:00,5.7,0.0,0.0,4.55,8.20
2023-04-26T00:00,5.1,0.0,0.0,4.53,8.14
2023-04-26T01:00,4.6,0.0,0.0,4.53,7.92
2023-04-26T02:00,4.3,0.0,0.0,4.52,7.99
2023-04-26T03:00,3.9,0.0,0.0,4.50,8.04
2023-04-26T04:00,3.6,0.0,0.0,4.70,8.22
2023-04-26T05:00,3.3,0.0,1.0,4.60,8.13
2023-04-26T06:00,3.6,24.0,30.0,4.60,7.92
2023-04-26T07:00,4.7,126.0,65.0,6.07,8.68
2023-04-26T08:00,5.7,194.0,121.0,6.11,8.64
2023-04-26T09:00,6.6,289.0,137.0,5.65,7.93
2023-04-26T10:00,7.5,293.0,190.0,5.87,8.13
2023-04-26T11:00,8.6,358.0,216.0,5.68,7.76
2023-04-26T12:00,9.0,308.0,240.0,6.16,8.51
2023-04-26T13:00,9.3,302.0,244.0,5.92,8.18
2023-04-26T14:00,9.7,269.0,224.0,5.59,7.83
2023-04-26T15:00,10.3,284.0,215.0,5.30,7.55
2023-04-26T16:00,10.2,133.0,203.0,5.08,7.24
2023-04-26T17:00,9.9,149.0,125.0,4.81,7.08
2023-04-26T18:00,9.3,74.0,89.0,4.03,6.33
2023-04-26T19:00,8.3,16.0,36.0,3.23,5.91
2023-04-26T20:00,7.0,0.0,2.0,2.35,5.31
2023-04-26T21:00,5.9,0.0,0.0,2.00,5.00
2023-04-26T22:00,4.8,0.0,0.0,2.00,5.08
2023-04-26T23:00,3.8,0.0,0.0,2.63,6.22
2023-04-27T00:00,3.1,0.0,0.0,2.71,6.54
2023-04-27T01:00,2.6,0.0,0.0,2.50,6.30
2023-04-27T02:00,2.0,0.0,0.0,2.41,5.99
2023-04-27T03:00,1.7,0.0,0.0,2.32,5.69
2023-04-27T04:00,1.2,0.0,0.0,2.24,5.48
2023-04-27T05:00,1.0,0.0,1.0,1.92,4.98
2023-04-27T06:00,2.1,18.0,31.0,2.30,4.40
2023-04-27T07:00,4.7,70.0,80.0,2.20,3.31
2023-04-27T08:00,6.4,238.0,100.0,2.83,3.77
2023-04-27T09:00,7.4,358.0,125.0,3.55,4.79
2023-04-27T10:00,8.3,310.0,183.0,3.88,5.12
2023-04-27T11:00,9.2,314.0,247.0,4.40,5.90
2023-04-27T12:00,9.7,238.0,283.0,4.41,5.92
2023-04-27T13:00,10.1,167.0,300.0,4.47,6.10
2023-04-27T14:00,10.3,143.0,250.0,4.03,5.60
2023-04-27T15:00,10.4,99.0,261.0,3.30,4.56
2023-04-27T16:00,10.4,131.0,188.0,2.98,4.03
2023-04-27T17:00,10.3,73.0,156.0,2.33,3.37
2023-04-27T18:00,10.0,96.0,88.0,1.40,2.71
2023-04-27T19:00,8.9,33.0,37.0,1.62,2.71
2023-04-27T20:00,7.3,0.0,3.0,1.91,2.35
2023-04-27T21:00,6.0,0.0,0.0,1.84,1.97
2023-04-27T22:00,5.4,0.0,0.0,1.60,1.35
2023-04-27T23:00,3.9,0.0,0.0,1.68,1.40
2023-04-28T00:00,2.5,0.0,0.0,1.90,2.21
2023-04-28T01:00,2.0,0.0,0.0,2.24,3.16
2023-04-28T02:00,2.0,0.0,0.0,2.27,3.77
2023-04-28T03:00,2.1,0.0,0.0,2.01,4.19
2023-04-28T04:00,2.3,0.0,0.0,1.90,4.81
2023-04-28T05:00,2.5,0.0,1.0,2.12,5.36
2023-04-28T06:00,3.9,8.0,38.0,2.91,5.99
2023-04-28T07:00,6.6,53.0,99.0,3.57,6.67
2023-04-28T08:00,9.0,265.0,89.0,3.98,5.95
2023-04-28T09:00,10.8,379.0,115.0,4.49,6.32
2023-04-28T10:00,12.2,403.0,186.0,4.57,6.36
2023-04-28T11:00,13.4,426.0,228.0,3.98,5.35
2023-04-28T12:00,14.2,333.0,280.0,3.89,5.19
2023-04-28T13:00,15.2,391.0,266.0,3.78,5.04
2023-04-28T14:00,15.9,343.0,274.0,3.61,4.74
2023-04-28T15:00,16.0,154.0,257.0,3.44,4.65
2023-04-28T16:00,15.2,8.0,142.0,3.35,4.98
2023-04-28T17:00,14.3,0.0,77.0,3.21,5.50
2023-04-28T18:00,13.4,10.0,40.0,3.01,5.52
2023-04-28T19:00,12.8,2.0,17.0,2.57,5.12
2023-04-28T20:00,11.5,0.0,1.0,2.68,5.41
2023-04-28T21:00,11.1,0.0,0.0,2.66,5.50
2023-04-28T22:00,10.8,0.0,0.0,2.78,5.72
2023-04-28T23:00,10.6,0.0,0.0,2.28,4.84
2023-04-29T00:00,10.1,0.0,0.0,2.56,5.34
2023-04-29T01:00,9.8,0.0,0.0,2.83,5.91
2023-04-29T02:00,9.4,0.0,0.0,2.59,5.60
2023-04-29T03:00,9.1,0.0,0.0,2.04,4.60
2023-04-29T04:00,9.1,0.0,0.0,1.96,4.70
2023-04-29T05:00,9.4,0.0,1.0,1.98,4.56
2023-04-29T06:00,10.1,5.0,15.0,2.06,4.30
2023-04-29T07:00,10.6,0.0,41.0,2.60,4.51
2023-04-29T08:00,11.0,0.0,48.0,3.18,5.42
2023-04-29T09:00,11.0,0.0,73.0,3.18,5.66
2023-04-29T10:00,11.7,24.0,159.0,3.83,6.28
2023-04-29T11:00,12.3,41.0,188.0,4.08,5.82
2023-04-29T12:00,12.7,97.0,261.0,4.92,6.86
2023-04-29T13:00,12.6,9.0,224.0,5.59,7.88
2023-04-29T14:00,12.7,32.0,178.0,5.42,7.80
2023-04-29T15:00,13.3,93.0,172.0,4.93,7.34
2023-04-29T16:00,13.9,173.0,139.0,4.49,6.71
2023-04-29T17:00,14.3,217.0,86.0,4.12,6.22
2023-04-29T18:00,13.6,110.0,64.0,3.22,5.77
2023-04-29T19:00,12.3,34.0,34.0,2.62,5.74
2023-04-29T20:00,11.6,0.0,3.0,2.62,5.94
2023-04-29T21:00,10.5,0.0,0.0,2.55,6.14
2023-04-29T22:00,9.5,0.0,0.0,2.62,6.20
2023-04-29T23:00,8.7,0.0,0.0,2.56,5.88
2023-04-30T00:00,7.9,0.0,0.0,2.84,6.35
2023-04-30T01:00,6.9,0.0,0.0,3.28,6.52
2023-04-30T02:00,6.1,0.0,0.0,3.44,6.64
2023-04-30T03:00,5.3,0.0,0.0,3.22,6.28
2023-04-30T04:00,4.5,0.0,0.0,2.84,5.80
2023-04-30T05:00,3.6,0.0,2.0,2.69,5.52
2023-04-30T06:00,4.4,36.0,33.0,2.90,5.12
2023-04-30T07:00,6.0,144.0,67.0,3.20,4.58
2023-04-30T08:00,7.1,282.0,90.0,3.08,4.08
2023-04-30T09:00,8.2,407.0,111.0,2.76,3.61
2023-04-30T10:00,9.3,516.0,132.0,2.83,3.61
2023-04-30T11:00,10.4,592.0,146.0,2.42,3.12
2023-04-30T12:00,11.3,663.0,134.0,2.62,3.25
2023-04-30T13:00,12.0,667.0,132.0,2.50,3.14
2023-04-30T14:00,12.5,638.0,121.0,2.25,2.83
2023-04-30T15:00,12.8,549.0,117.0,2.15,2.68
2023-04-30T16:00,12.8,426.0,110.0,1.88,2.42
2023-04-30T17:00,12.6,298.0,91.0,1.84,2.44
2023-04-30T18:00,12.2,159.0,69.0,1.71,2.52
2023-04-30T19:00,11.2,46.0,38.0,1.91,2.93
2023-04-30T20:00,9.2,1.0,4.0,2.28,3.31
2023-04-30T21:00,7.2,0.0,0.0,2.20,3.96
2023-04-30T22:00,5.8,0.0,0.0,2.08,4.88
2023-04-30T23:00,4.9,0.0,0.0,2.20,5.19
2023-05-01T00:00,4.3,0.0,0.0,2.21,5.54
2023-05-01T01:00,3.9,0.0,0.0,2.52,5.91
2023-05-01T02:00,3.4,0.0,0.0,2.61,6.09
2023-05-01T03:00,3.1,0.0,0.0,2.62,6.17
2023-05-01T04:00,2.8,0.0,0.0,2.68,6.32
2023-05-01T05:00,2.7,0.0,3.0,2.78,6.40
2023-05-01T06:00,4.2,39.0,34.0,3.19,6.17
2023-05-01T07:00,7.2,147.0,68.0,2.92,5.23
2023-05-01T08:00,9.4,266.0,102.0,2.83,4.10
2023-05-01T09:00,11.5,362.0,142.0,2.90,3.82
2023-05-01T10:00,13.1,422.0,184.0,3.12,4.14
2023-05-01T11:00,14.6,463.0,231.0,2.69,3.54
2023-05-01T12:00,15.7,547.0,212.0,2.92,3.86
2023-05-01T13:00,16.5,559.0,205.0,2.98,3.92
2023-05-01T14:00,17.1,503.0,210.0,3.00,3.94
2023-05-01T15:00,17.3,308.0,258.0,2.82,3.74
2023-05-01T16:00,17.1,114.0,260.0,2.20,3.00
2023-05-01T17:00,16.7,26.0,201.0,1.61,2.22
2023-05-01T18:00,16.0,21.0,121.0,1.10,1.82
2023-05-01T19:00,14.5,11.0,56.0,0.89,1.36
2023-05-01T20:00,15.6,0.0,4.0,0.22,1.12
2023-05-01T21:00,14.1,0.0,0.0,1.17,2.01
2023-05-01T22:00,11.4,0.0,0.0,2.06,2.91
2023-05-01T23:00,10.4,0.0,0.0,2.53,3.42
2023-05-02T00:00,9.5,0.0,0.0,2.12,4.78
2023-05-02T01:00,8.8,0.0,0.0,2.52,6.48
2023-05-02T02:00,8.0,0.0,0.0,2.79,6.71
2023-05-02T03:00,7.5,0.0,0.0,3.31,7.32
2023-05-02T04:00,7.1,0.0,0.0,3.50,7.64
2023-05-02T05:00,6.9,0.0,3.0,3.26,7.00
2023-05-02T06:00,8.0,22.0,41.0,3.58,6.80
2023-05-02T07:00,9.7,113.0,81.0,3.94,6.05
2023-05-02T08:00,11.4,204.0,121.0,4.88,6.72
2023-05-02T09:00,12.3,187.0,184.0,5.27,7.21
2023-05-02T10:00,12.5,184.0,208.0,5.28,7.34
2023-05-02T11:00,12.4,202.0,216.0,4.25,5.74
2023-05-02T12:00,12.9,332.0,219.0,4.49,6.02
2023-05-02T13:00,13.6,420.0,229.0,4.47,6.04
2023-05-02T14:00,13.8,313.0,240.0,4.66,6.33
2023-05-02T15:00,13.7,303.0,203.0,4.58,6.22
2023-05-02T16:00,13.3,205.0,199.0,4.48,6.12
2023-05-02T17:00,12.7,185.0,132.0,4.39,6.16
2023-05-02T18:00,12.0,64.0,96.0,4.03,6.08
2023-05-02T19:00,11.1,7.0,43.0,3.54,5.95
2023-05-02T20:00,10.0,0.0,4.0,2.97,5.47
2023-05-02T21:00,9.5,0.0,0.0,2.62,5.03
2023-05-02T22:00,9.0,0.0,0.0,2.33,4.68
2023-05-02T23:00,8.3,0.0,0.0,2.10,4.47
2023-05-03T00:00,8.0,0.0,0.0,2.38,4.92
2023-05-03T01:00,7.7,0.0,0.0,2.87,5.41
2023-05-03T02:00,7.5,0.0,0.0,2.78,5.45
2023-05-03T03:00,7.0,0.0,0.0,2.69,5.09
2023-05-03T04:00,6.5,0.0,0.0,2.69,5.17
2023-05-03T05:00,6.1,0.0,3.0,2.55,4.88
2023-05-03T06:00,6.4,19.0,31.0,2.42,4.24
2023-05-03T07:00,7.3,77.0,69.0,2.48,3.47
2023-05-03T08:00,8.0,171.0,113.0,2.13,2.83
2023-05-03T09:00,9.2,296.0,139.0,1.86,2.34
2023-05-03T10:00,10.2,341.0,172.0,1.61,2.02
2023-05-03T11:00,10.6,184.0,284.0,1.02,1.24
2023-05-03T12:00,11.4,304.0,303.0,1.26,1.62
2023-05-03T13:00,12.0,297.0,303.0,1.30,1.57
2023-05-03T14:00,12.6,320.0,249.0,1.17,1.53
2023-05-03T15:00,13.3,411.0,155.0,1.08,1.30
2023-05-03T16:00,13.5,324.0,167.0,1.00,1.28
2023-05-03T17:00,13.3,202.0,146.0,1.14,1.36
2023-05-03T18:00,13.1,132.0,85.0,1.12,1.57
2023-05-03T19:00,12.6,40.0,45.0,1.43,1.87
2023-05-03T20:00,10.1,2.0,5.0,1.84,2.31
2023-05-03T21:00,8.6,0.0,0.0,2.00,2.83
2023-05-03T22:00,7.0,0.0,0.0,2.24,3.55
2023-05-03T23:00,5.7,0.0,0.0,2.37,4.38
2023-05-04T00:00,5.0,0.0,0.0,2.02,4.50
2023-05-04T01:00,4.4,0.0,0.0,2.06,4.75
2023-05-04T02:00,3.8,0.0,0.0,2.12,4.88
2023-05-04T03:00,3.3,0.0,0.0,2.14,5.07
2023-05-04T04:00,3.0,0.0,0.0,1.92,4.90
2023-05-04T05:00,2.9,1.0,4.0,1.71,4.30
2023-05-04T06:00,4.4,43.0,38.0,2.19,3.80
2023-05-04T07:00,7.8,152.0,70.0,1.53,2.70
2023-05-04T08:00,10.1,285.0,94.0,1.32,1.81
2023-05-04T09:00,12.3,401.0,122.0,1.10,1.40
2023-05-04T10:00,13.9,501.0,143.0,0.91,1.22
2023-05-04T11:00,15.0,571.0,160.0,1.44,1.86
2023-05-04T12:00,15.7,558.0,200.0,1.63,2.13
2023-05-04T13:00,16.2,422.0,274.0,1.70,2.13
2023-05-04T14:00,16.6,309.0,316.0,1.41,1.84
2023-05-04T15:00,16.8,209.0,301.0,1.22,1.56
2023-05-04T16:00,16.7,84.0,269.0,1.25,1.53
2023-05-04T17:00,16.5,38.0,207.0,1.32,1.77
2023-05-04T18:00,15.8,31.0,123.0,1.26,2.52
2023-05-04T19:00,14.5,9.0,54.0,1.88,4.22
2023-05-04T20:00,13.3,0.0,7.0,2.46,5.54
2023-05-04T21:00,12.3,0.0,0.0,2.92,6.23
2023-05-04T22:00,11.5,0.0,0.0,3.19,6.48
2023-05-04T23:00,10.7,0.0,0.0,3.14,6.49
2023-05-05T00:00,10.1,0.0,0.0,2.79,5.80
2023-05-05T01:00,9.4,0.0,0.0,2.73,5.71
2023-05-05T02:00,9.1,0.0,0.0,2.97,6.22
2023-05-05T03:00,8.7,0.0,0.0,3.20,6.82
2023-05-05T04:00,8.5,0.0,0.0,3.47,7.21
2023-05-05T05:00,8.4,0.0,5.0,3.77,7.61
2023-05-05T06:00,9.1,21.0,53.0,4.26,7.92
2023-05-05T07:00,10.7,91.0,106.0,4.54,7.42
2023-05-05T08:00,12.5,247.0,117.0,5.12,7.41
2023-05-05T09:00,13.9,385.0,131.0,5.20,7.30
2023-05-05T10:00,15.3,518.0,131.0,5.30,7.30
2023-05-05T11:00,16.4,539.0,176.0,5.20,7.10
2023-05-05T12:00,17.5,616.0,162.0,5.10,7.00
2023-05-05T13:00,18.1,580.0,190.0,5.10,7.01
2023-05-05T14:00,18.5,478.0,222.0,5.11,7.03
2023-05-05T15:00,18.5,349.0,240.0,5.10,7.12
2023-05-05T16:00,18.2,228.0,229.0,5.40,7.71
2023-05-05T17:00,17.6,125.0,187.0,5.16,8.05
2023-05-05T18:00,16.5,42.0,117.0,5.53,9.24
2023-05-05T19:00,15.5,6.0,52.0,6.30,10.59
2023-05-05T20:00,14.5,0.0,5.0,6.45,10.93
2023-05-05T21:00,13.7,0.0,0.0,6.43,10.91
2023-05-05T22:00,12.9,0.0,0.0,6.30,10.61
2023-05-05T23:00,11.9,0.0,0.0,4.92,8.51
2023-05-06T00:00,10.5,0.0,0.0,5.02,8.90
2023-05-06T01:00,9.9,0.0,0.0,5.31,9.50
2023-05-06T02:00,9.5,0.0,0.0,5.50,9.71
2023-05-06T03:00,9.1,0.0,0.0,5.10,9.14
2023-05-06T04:00,9.0,0.0,0.0,4.60,8.23
2023-05-06T05:00,8.8,0.0,2.0,4.20,7.52
2023-05-06T06:00,8.9,0.0,14.0,3.75,6.70
2023-05-06T07:00,9.1,0.0,28.0,3.49,6.03
2023-05-06T08:00,8.9,0.0,42.0,3.57,6.10
2023-05-06T09:00,9.6,9.0,122.0,4.10,6.40
2023-05-06T10:00,10.2,4.0,149.0,4.10,6.02
2023-05-06T11:00,10.4,2.0,163.0,3.42,4.84
2023-05-06T12:00,10.6,6.0,184.0,3.62,5.07
2023-05-06T13:00,10.6,3.0,173.0,3.72,5.16
2023-05-06T14:00,10.8,14.0,185.0,3.64,5.15
2023-05-06T15:00,10.5,3.0,111.0,3.42,4.73
2023-05-06T16:00,10.6,16.0,107.0,3.49,4.90
2023-05-06T17:00,10.8,8.0,104.0,3.83,5.55
2023-05-06T18:00,10.7,0.0,57.0,4.08,6.08
2023-05-06T19:00,10.5,1.0,30.0,3.35,5.35
2023-05-06T20:00,9.2,0.0,3.0,3.08,5.15
2023-05-06T21:00,8.9,0.0,0.0,3.01,5.28
2023-05-06T22:00,8.7,0.0,0.0,3.35,5.82
2023-05-06T23:00,8.2,0.0,0.0,3.26,5.63
2023-05-07T00:00,8.0,0.0,0.0,3.23,5.61
2023-05-07T01:00,7.6,0.0,0.0,3.20,5.59
2023-05-07T02:00,7.6,0.0,0.0,2.89,5.26
2023-05-07T03:00,7.4,0.0,0.0,2.91,5.57
2023-05-07T04:00,7.1,0.0,0.0,3.10,6.07
2023-05-07T05:00,7.1,0.0,5.0,3.28,6.33
2023-05-07T06:00,7.7,10.0,50.0,3.44,6.21
2023-05-07T07:00,8.5,22.0,111.0,4.94,7.06
2023-05-07T08:00,9.7,152.0,145.0,5.08,7.12
2023-05-07T09:00,11.1,213.0,202.0,4.98,6.92
2023-05-07T10:00,12.2,168.0,266.0,4.98,6.92
2023-05-07T11:00,13.1,197.0,280.0,4.78,6.43
