time,temperature_2m (°C),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2023-03-31T03:00,8.4,0.0,0.0,4.40,8.38
2023-03-31T04:00,8.3,0.0,0.0,3.75,7.52
2023-03-31T05:00,7.9,0.0,0.0,3.56,7.50
2023-03-31T06:00,7.6,0.0,1.0,3.66,7.64
2023-03-31T07:00,8.1,20.0,30.0,3.69,7.02
2023-03-31T08:00,9.4,69.0,84.0,3.44,6.49
2023-03-31T09:00,10.8,133.0,132.0,3.53,5.19
2023-03-31T10:00,12.3,211.0,181.0,4.19,5.85
2023-03-31T11:00,12.7,153.0,202.0,3.36,4.58
2023-03-31T12:00,12.0,37.0,182.0,3.20,4.40
2023-03-31T13:00,12.2,36.0,242.0,3.55,4.88
2023-03-31T14:00,11.6,11.0,190.0,3.86,6.24
2023-03-31T15:00,10.9,14.0,128.0,4.03,6.79
2023-03-31T16:00,10.5,3.0,109.0,3.26,5.92
2023-03-31T17:00,10.3,6.0,111.0,2.33,4.50
2023-03-31T18:00,9.6,0.0,40.0,1.78,4.11
2023-03-31T19:00,8.9,0.0,5.0,2.08,5.02
2023-03-31T20:00,9.1,0.0,0.0,2.02,4.89
2023-03-31T21:00,8.4,0.0,0.0,2.83,6.02
2023-03-31T22:00,8.3,0.0,0.0,2.72,5.91
2023-03-31T23:00,8.0,0.0,0.0,2.56,5.20
2023-04-01T00:00,7.6,0.0,0.0,1.97,4.59
2023-04-01T01:00,7.3,0.0,0.0,1.92,4.43
2023-04-01T02:00,7.6,0.0,0.0,2.06,4.54
2023-04-01T03:00,7.4,0.0,0.0,2.02,4.34
2023-04-01T04:00,7.7,0.0,0.0,1.68,3.81
2023-04-01T05:00,7.7,0.0,0.0,1.30,2.90
2023-04-01T06:00,7.7,0.0,0.0,0.91,2.02
2023-04-01T07:00,7.8,1.0,13.0,0.45,1.14
2023-04-01T08:00,8.4,0.0,38.0,1.13,1.49
2023-04-01T09:00,8.7,0.0,61.0,1.94,2.92
2023-04-01T10:00,8.9,1.0,87.0,2.33,3.98
2023-04-01T11:00,8.7,0.0,67.0,2.28,3.75
2023-04-01T12:00,8.2,0.0,74.0,3.20,5.52
2023-04-01T13:00,8.3,12.0,98.0,4.34,7.64
2023-04-01T14:00,7.9,4.0,108.0,5.31,9.20
2023-04-01T15:00,8.0,9.0,129.0,5.02,9.22
2023-04-01T16:00,7.6,3.0,68.0,4.74,8.85
2023-04-01T17:00,7.3,0.0,52.0,4.88,8.21
2023-04-01T18:00,6.8,0.0,26.0,5.60,9.12
2023-04-01T19:00,6.3,0.0,4.0,5.60,9.19
2023-04-01T20:00,5.0,0.0,0.0,5.81,9.48
2023-04-01T21:00,4.1,0.0,0.0,5.81,9.62
2023-04-01T22:00,3.4,0.0,0.0,5.88,9.55
2023-04-01T23:00,3.0,0.0,0.0,5.04,8.50
2023-04-02T00:00,2.8,0.0,0.0,5.33,8.85
2023-04-02T01:00,2.7,0.0,0.0,5.25,8.63
2023-04-02T02:00,2.6,0.0,0.0,5.12,8.43
2023-04-02T03:00,2.5,0.0,0.0,4.98,8.36
2023-04-02T04:00,2.4,0.0,0.0,4.72,7.96
2023-04-02T05:00,2.5,0.0,0.0,4.58,7.68
2023-04-02T06:00,2.6,0.0,1.0,4.70,7.77
2023-04-02T07:00,2.8,4.0,31.0,4.70,7.39
2023-04-02T08:00,3.2,30.0,80.0,6.00,8.90
2023-04-02T09:00,3.7,18.0,147.0,5.72,8.28
2023-04-02T10:00,4.5,40.0,207.0,5.74,8.10
2023-04-02T11:00,5.4,75.0,253.0,5.55,7.82
2023-04-02T12:00,6.1,47.0,285.0,5.30,7.46
2023-04-02T13:00,6.4,66.0,240.0,5.24,7.39
2023-04-02T14:00,6.9,64.0,241.0,5.46,7.79
2023-04-02T15:00,6.9,30.0,209.0,5.41,7.74
2023-04-02T16:00,6.7,14.0,144.0,5.41,8.05
2023-04-02T17:00,6.5,32.0,105.0,5.35,8.12
2023-04-02T18:00,5.7,20.0,45.0,5.32,8.44
2023-04-02T19:00,4.7,4.0,7.0,5.47,9.18
2023-04-02T20:00,3.4,0.0,0.0,5.42,9.26
2023-04-02T21:00,2.6,0.0,0.0,5.33,9.15
2023-04-02T22:00,1.9,0.0,0.0,5.14,8.94
2023-04-02T23:00,1.3,0.0,0.0,5.00,8.66
2023-04-03T00:00,0.7,0.0,0.0,4.58,8.23
2023-04-03T01:00,0.2,0.0,0.0,4.24,7.82
2023-04-03T02:00,-0.3,0.0,0.0,3.89,7.32
2023-04-03T03:00,-0.8,0.0,0.0,3.76,7.19
2023-04-03T04:00,-1.0,0.0,0.0,3.72,7.17
2023-04-03T05:00,-1.1,0.0,0.0,3.58,6.98
2023-04-03T06:00,-0.8,0.0,3.0,3.85,6.81
2023-04-03T07:00,0.3,28.0,38.0,3.62,6.67
2023-04-03T08:00,1.2,58.0,92.0,5.36,7.78
2023-04-03T09:00,2.0,105.0,145.0,5.20,7.32
2023-04-03T10:00,2.8,115.0,196.0,5.00,6.98
2023-04-03T11:00,3.3,61.0,221.0,4.58,6.42
2023-04-03T12:00,3.9,83.0,217.0,4.53,6.33
2023-04-03T13:00,4.3,26.0,251.0,4.75,6.50
2023-04-03T14:00,4.9,48.0,252.0,4.34,6.14
2023-04-03T15:00,4.8,29.0,190.0,4.65,6.49
2023-04-03T16:00,4.5,15.0,121.0,4.70,6.62
2023-04-03T17:00,4.3,18.0,97.0,4.12,6.17
2023-04-03T18:00,3.8,26.0,51.0,3.86,6.22
2023-04-03T19:00,3.0,3.0,8.0,3.64,6.45
2023-04-03T20:00,2.1,0.0,0.0,3.70,6.76
2023-04-03T21:00,1.3,0.0,0.0,3.55,6.62
2023-04-03T22:00,0.9,0.0,0.0,3.22,6.16
2023-04-03T23:00,0.4,0.0,0.0,3.00,5.97
2023-04-04T00:00,-0.1,0.0,0.0,3.00,5.86
2023-04-04T01:00,-0.8,0.0,0.0,2.66,5.39
2023-04-04T02:00,-1.4,0.0,0.0,2.28,5.00
2023-04-04T03:00,-2.0,0.0,0.0,2.01,4.64
2023-04-04T04:00,-2.7,0.0,0.0,1.71,4.41
2023-04-04T05:00,-3.4,0.0,0.0,1.77,4.56
2023-04-04T06:00,-3.7,1.0,3.0,1.75,4.75
2023-04-04T07:00,-1.8,49.0,39.0,2.28,4.05
2023-04-04T08:00,0.7,161.0,73.0,2.21,3.14
2023-04-04T09:00,2.0,299.0,92.0,2.51,3.36
2023-04-04T10:00,3.0,348.0,140.0,2.31,2.94
2023-04-04T11:00,3.9,344.0,188.0,2.31,2.93
2023-04-04T12:00,4.4,206.0,240.0,2.41,3.11
2023-04-04T13:00,4.8,143.0,249.0,2.38,3.18
2023-04-04T14:00,4.6,4.0,213.0,2.79,3.73
2023-04-04T15:00,4.8,28.0,205.0,3.23,4.37
2023-04-04T16:00,4.6,5.0,141.0,3.10,4.46
2023-04-04T17:00,4.6,21.0,117.0,2.11,3.71
2023-04-04T18:00,3.7,24.0,53.0,1.64,3.70
2023-04-04T19:00,2.7,3.0,9.0,1.80,4.32
2023-04-04T20:00,2.7,0.0,0.0,1.91,4.74
2023-04-04T21:00,1.9,0.0,0.0,1.86,4.66
2023-04-04T22:00,0.9,0.0,0.0,1.75,4.55
2023-04-04T23:00,-0.2,0.0,0.0,1.81,4.24
2023-04-05T00:00,-1.2,0.0,0.0,1.91,3.95
2023-04-05T01:00,-2.1,0.0,0.0,1.84,3.72
2023-04-05T02:00,-2.0,0.0,0.0,2.01,3.42
2023-04-05T03:00,-2.3,0.0,0.0,1.78,3.73
2023-04-05T04:00,-2.6,0.0,0.0,1.84,4.34
2023-04-05T05:00,-2.7,0.0,0.0,1.92,4.47
2023-04-05T06:00,-2.5,1.0,3.0,1.63,4.25
2023-04-05T07:00,-0.1,26.0,43.0,2.05,3.89
2023-04-05T08:00,2.3,130.0,86.0,1.80,2.64
2023-04-05T09:00,3.8,246.0,118.0,1.88,2.51
2023-04-05T10:00,5.1,347.0,129.0,1.97,2.51
2023-04-05T11:00,5.7,375.0,148.0,1.93,2.51
2023-04-05T12:00,5.7,218.0,190.0,2.10,2.68
2023-04-05T13:00,6.4,387.0,182.0,2.02,2.66
2023-04-05T14:00,6.1,200.0,237.0,1.72,2.22
2023-04-05T15:00,6.6,289.0,173.0,1.56,1.98
2023-04-05T16:00,6.3,146.0,137.0,1.20,1.63
2023-04-05T17:00,6.2,156.0,96.0,0.86,1.20
2023-04-05T18:00,5.4,53.0,57.0,0.14,0.51
2023-04-05T19:00,4.3,5.0,11.0,1.79,2.28
2023-04-05T20:00,2.9,0.0,0.0,2.47,4.42
2023-04-05T21:00,2.1,0.0,0.0,2.76,5.61
2023-04-05T22:00,1.3,0.0,0.0,2.64,5.86
2023-04-05T23:00,0.6,0.0,0.0,2.35,5.70
2023-04-06T00:00,0.3,0.0,0.0,2.41,5.93
2023-04-06T01:00,-0.2,0.0,0.0,2.30,5.71
2023-04-06T02:00,-0.8,0.0,0.0,2.20,5.55
2023-04-06T03:00,-1.3,0.0,0.0,2.10,5.34
2023-04-06T04:00,-2.0,0.0,0.0,2.01,5.32
2023-04-06T05:00,-2.5,0.0,0.0,1.91,4.93
2023-04-06T06:00,-2.3,2.0,4.0,1.61,4.44
2023-04-06T07:00,-0.5,46.0,44.0,2.06,4.01
2023-04-06T08:00,3.3,141.0,85.0,1.66,2.79
2023-04-06T09:00,5.7,295.0,98.0,1.70,2.33
2023-04-06T10:00,7.5,438.0,101.0,2.10,2.73
2023-04-06T11:00,8.6,503.0,121.0,2.36,3.02
2023-04-06T12:00,9.2,441.0,185.0,2.53,3.16
2023-04-06T13:00,9.4,176.0,283.0,2.28,2.92
2023-04-06T14:00,9.6,198.0,203.0,2.48,3.06
2023-04-06T15:00,9.7,204.0,237.0,2.62,3.47
2023-04-06T16:00,9.3,55.0,191.0,2.78,3.69
2023-04-06T17:00,9.0,62.0,126.0,2.88,4.18
2023-04-06T18:00,7.8,46.0,54.0,2.75,5.26
2023-04-06T19:00,6.3,7.0,12.0,2.32,5.48
2023-04-06T20:00,5.2,0.0,0.0,2.42,5.87
2023-04-06T21:00,3.8,0.0,0.0,2.32,6.04
2023-04-06T22:00,2.3,0.0,0.0,2.12,5.65
2023-04-06T23:00,1.1,0.0,0.0,2.10,5.47
2023-04-07T00:00,0.4,0.0,0.0,2.14,4.71
2023-04-07T01:00,-0.1,0.0,0.0,2.25,4.96
2023-04-07T02:00,-0.6,0.0,0.0,2.19,5.36
2023-04-07T03:00,-1.2,0.0,0.0,2.06,5.22
2023-04-07T04:00,-1.7,0.0,0.0,1.92,4.79
2023-04-07T05:00,-1.6,0.0,0.0,1.98,4.92
2023-04-07T06:00,-1.2,1.0,5.0,2.33,5.24
2023-04-07T07:00,1.1,13.0,55.0,2.77,5.02
2023-04-07T08:00,3.1,49.0,104.0,2.70,4.04
2023-04-07T09:00,4.1,83.0,126.0,2.78,3.84
2023-04-07T10:00,4.7,68.0,165.0,3.00,4.06
2023-04-07T11:00,5.0,46.0,190.0,2.62,3.55
2023-04-07T12:00,4.3,0.0,104.0,3.26,4.43
2023-04-07T13:00,4.1,0.0,87.0,3.51,4.68
2023-04-07T14:00,4.1,0.0,87.0,3.42,4.68
2023-04-07T15:00,4.6,2.0,114.0,3.01,4.12
2023-04-07T16:00,5.0,2.0,94.0,2.91,4.18
2023-04-07T17:00,5.0,0.0,43.0,3.16,4.71
2023-04-07T18:00,4.8,0.0,18.0,2.65,4.32
2023-04-07T19:00,4.6,0.0,3.0,2.61,4.49
2023-04-07T20:00,4.3,0.0,0.0,2.60,4.75
2023-04-07T21:00,4.2,0.0,0.0,2.81,5.12
2023-04-07T22:00,4.2,0.0,0.0,3.11,5.61
2023-04-07T23:00,4.1,0.0,0.0,3.01,5.43
2023-04-08T00:00,4.1,0.0,0.0,3.13,5.70
2023-04-08T01:00,4.1,0.0,0.0,3.24,5.95
2023-04-08T02:00,4.1,0.0,0.0,3.13,5.73
2023-04-08T03:00,4.1,0.0,0.0,3.01,5.61
2023-04-08T04:00,4.1,0.0,0.0,3.00,5.55
2023-04-08T05:00,4.1,0.0,0.0,3.09,5.80
2023-04-08T06:00,4.3,0.0,3.0,3.11,5.81
2023-04-08T07:00,4.9,2.0,29.0,3.00,5.52
2023-04-08T08:00,5.8,2.0,72.0,2.97,4.34
2023-04-08T09:00,6.9,33.0,115.0,2.83,3.98
2023-04-08T10:00,8.1,48.0,201.0,3.01,4.24
2023-04-08T11:00,8.9,99.0,199.0,3.14,4.29
2023-04-08T12:00,10.1,238.0,234.0,3.19,4.22
2023-04-08T13:00,10.8,232.0,236.0,3.50,4.70
2023-04-08T14:00,11.3,262.0,212.0,3.71,5.01
2023-04-08T15:00,11.7,263.0,168.0,3.49,4.79
2023-04-08T16:00,11.8,115.0,199.0,3.23,4.62
2023-04-08T17:00,11.7,107.0,134.0,2.44,3.79
2023-04-08T18:00,11.0,12.0,75.0,1.51,3.22
2023-04-08T19:00,9.8,6.0,10.0,1.61,2.89
2023-04-08T20:00,7.8,0.0,0.0,1.49,2.82
2023-04-08T21:00,6.2,0.0,0.0,1.62,2.56
2023-04-08T22:00,5.3,0.0,0.0,1.34,1.98
2023-04-08T23:00,5.8,0.0,0.0,0.71,0.51
2023-04-09T00:00,5.4,0.0,0.0,1.22,1.10
2023-04-09T01:00,5.1,0.0,0.0,1.51,1.65
2023-04-09T02:00,4.2,0.0,0.0,1.68,2.15
2023-04-09T03:00,3.6,0.0,0.0,1.63,2.85
2023-04-09T04:00,3.0,0.0,0.0,1.71,3.08
2023-04-09T05:00,2.2,0.0,0.0,1.40,2.72
2023-04-09T06:00,2.0,2.0,6.0,1.28,2.22
2023-04-09T07:00,3.6,37.0,47.0,0.99,1.53
2023-04-09T08:00,4.4,42.0,101.0,0.99,1.35
2023-04-09T09:00,5.7,65.0,177.0,1.13,1.42
2023-04-09T10:00,6.9,98.0,218.0,1.35,1.70
2023-04-09T11:00,8.3,145.0,232.0,1.43,1.73
2023-04-09T12:00,9.3,88.0,291.0,1.40,1.70
2023-04-09T13:00,10.3,165.0,271.0,1.30,1.60
2023-04-09T14:00,11.1,154.0,254.0,1.30,1.70
2023-04-09T15:00,11.6,157.0,194.0,1.41,1.82
2023-04-09T16:00,11.8,112.0,173.0,1.55,1.96
2023-04-09T17:00,11.6,42.0,126.0,1.75,2.35
2023-04-09T18:00,10.9,27.0,46.0,1.40,3.31
2023-04-09T19:00,10.1,1.0,10.0,1.66,3.98
2023-04-09T20:00,8.9,0.0,0.0,1.84,4.60
2023-04-09T21:00,7.8,0.0,0.0,1.98,4.80
2023-04-09T22:00,6.9,0.0,0.0,2.06,5.01
2023-04-09T23:00,6.2,0.0,0.0,2.10,4.72
2023-04-10T00:00,5.7,0.0,0.0,1.70,4.09
2023-04-10T01:00,4.6,0.0,0.0,1.62,3.54
2023-04-10T02:00,3.9,0.0,0.0,1.82,2.90
2023-04-10T03:00,3.5,0.0,0.0,1.71,2.33
2023-04-10T04:00,2.8,0.0,0.0,1.60,2.10
2023-04-10T05:00,2.2,0.0,0.0,1.53,1.98
2023-04-10T06:00,1.9,3.0,8.0,1.04,2.20
2023-04-10T07:00,4.6,59.0,49.0,1.30,2.47
2023-04-10T08:00,6.4,79.0,116.0,1.03,2.00
2023-04-10T09:00,8.9,197.0,152.0,1.20,1.63
2023-04-10T10:00,11.2,303.0,171.0,1.84,2.42
2023-04-10T11:00,12.7,394.0,162.0,2.02,2.69
2023-04-10T12:00,13.8,404.0,198.0,2.56,3.36
2023-04-10T13:00,14.6,347.0,208.0,2.95,3.89
2023-04-10T14:00,14.9,164.0,257.0,3.45,4.65
2023-04-10T15:00,14.5,65.0,203.0,3.94,5.37
2023-04-10T16:00,14.4,58.0,189.0,3.98,5.73
2023-04-10T17:00,14.0,104.0,111.0,3.53,5.74
2023-04-10T18:00,13.0,53.0,73.0,3.08,6.36
2023-04-10T19:00,11.3,5.0,20.0,3.61,7.85
2023-04-10T20:00,11.5,0.0,0.0,4.50,9.14
2023-04-10T21:00,11.1,0.0,0.0,5.05,9.69
2023-04-10T22:00,10.8,0.0,0.0,5.00,9.63
2023-04-10T23:00,10.4,0.0,0.0,5.73,10.43
2023-04-11T00:00,10.0,0.0,0.0,5.39,9.96
2023-04-11T01:00,9.7,0.0,0.0,5.47,10.02
2023-04-11T02:00,9.5,0.0,0.0,5.66,10.31
2023-04-11T03:00,9.4,0.0,0.0,5.63,10.13
2023-04-11T04:00,8.6,0.0,0.0,5.10,9.23
2023-04-11T05:00,7.8,0.0,0.0,4.63,8.38
2023-04-11T06:00,7.1,0.0,3.0,4.15,7.69
2023-04-11T07:00,7.2,0.0,20.0,4.05,7.24
2023-04-11T08:00,8.3,0.0,43.0,4.02,6.88
2023-04-11T09:00,9.3,3.0,103.0,4.57,7.38
2023-04-11T10:00,10.0,18.0,179.0,5.08,7.60
2023-04-11T11:00,10.8,97.0,230.0,4.90,7.00
2023-04-11T12:00,12.0,299.0,242.0,4.52,6.31
2023-04-11T13:00,10.9,264.0,294.0,5.32,7.43
2023-04-11T14:00,10.5,322.0,196.0,5.81,8.63
2023-04-11T15:00,10.6,143.0,190.0,5.14,7.54
2023-04-11T16:00,10.4,136.0,168.0,6.10,9.10
2023-04-11T17:00,10.1,105.0,131.0,6.10,9.60
2023-04-11T18:00,9.7,44.0,60.0,5.44,9.01
2023-04-11T19:00,8.7,9.0,14.0,4.22,7.56
2023-04-11T20:00,6.5,0.0,0.0,3.54,6.80
2023-04-11T21:00,5.8,0.0,0.0,2.93,6.18
2023-04-11T22:00,5.2,0.0,0.0,2.20,5.35
2023-04-11T23:00,4.5,0.0,0.0,2.32,5.30
2023-04-12T00:00,3.3,0.0,0.0,2.16,5.30
2023-04-12T01:00,2.4,0.0,0.0,2.02,4.94
2023-04-12T02:00,1.9,0.0,0.0,2.27,4.22
2023-04-12T03:00,1.7,0.0,0.0,2.25,3.82
2023-04-12T04:00,0.9,0.0,0.0,2.11,3.94
2023-04-12T05:00,-0.1,0.0,0.0,2.16,3.96
2023-04-12T06:00,-0.1,6.0,10.0,2.25,5.00
2023-04-12T07:00,3.3,81.0,47.0,2.92,5.67
2023-04-12T08:00,6.6,170.0,97.0,2.95,5.03
2023-04-12T09:00,9.0,353.0,89.0,3.85,5.39
2023-04-12T10:00,10.9,475.0,102.0,4.52,6.18
2023-04-12T11:00,12.3,584.0,99.0,4.92,6.66
2023-04-12T12:00,13.3,618.0,116.0,5.29,7.19
2023-04-12T13:00,14.1,538.0,167.0,5.69,7.91
2023-04-12T14:00,14.3,322.0,212.0,5.70,8.19
2023-04-12T15:00,14.0,113.0,238.0,5.19,8.06
2023-04-12T16:00,12.8,4.0,115.0,4.67,7.61
2023-04-12T17:00,11.2,0.0,67.0,4.16,7.06
2023-04-12T18:00,10.2,3.0,39.0,3.79,6.79
2023-04-12T19:00,9.7,0.0,10.0,3.62,6.82
2023-04-12T20:00,9.9,0.0,0.0,3.78,7.13
2023-04-12T21:00,9.8,0.0,0.0,3.94,7.44
2023-04-12T22:00,9.3,0.0,0.0,4.05,7.38
2023-04-12T23:00,8.8,0.0,0.0,3.55,7.00
2023-04-13T00:00,8.7,0.0,0.0,3.10,6.40
2023-04-13T01:00,8.7,0.0,0.0,3.42,6.36
2023-04-13T02:00,8.4,0.0,0.0,3.89,7.06
2023-04-13T03:00,7.8,0.0,0.0,4.46,7.94
2023-04-13T04:00,6.8,0.0,0.0,3.81,7.14
2023-04-13T05:00,6.0,0.0,0.0,2.42,5.32
2023-04-13T06:00,5.7,2.0,11.0,1.68,3.75
2023-04-13T07:00,6.6,18.0,67.0,2.51,4.59
2023-04-13T08:00,7.7,5.0,147.0,3.01,4.87
2023-04-13T09:00,8.8,34.0,223.0,3.64,5.15
2023-04-13T10:00,9.9,68.0,278.0,4.08,5.64
2023-04-13T11:00,10.9,66.0,309.0,3.64,4.92
2023-04-13T12:00,11.7,68.0,321.0,3.69,5.05
2023-04-13T13:00,12.2,65.0,303.0,3.76,5.06
2023-04-13T14:00,12.6,70.0,294.0,3.31,4.47
2023-04-13T15:00,12.7,70.0,239.0,3.00,4.02
2023-04-13T16:00,12.6,32.0,173.0,2.69,3.64
2023-04-13T17:00,12.2,5.0,96.0,1.92,2.84
2023-04-13T18:00,11.9,7.0,68.0,1.08,1.92
2023-04-13T19:00,10.9,1.0,17.0,1.24,1.52
2023-04-13T20:00,10.3,0.0,0.0,1.14,1.12
2023-04-13T21:00,10.1,0.0,0.0,1.00,0.92
2023-04-13T22:00,9.5,0.0,0.0,0.22,0.86
2023-04-13T23:00,7.0,0.0,0.0,1.12,1.84
2023-04-14T00:00,5.8,0.0,0.0,1.60,3.45
2023-04-14T01:00,5.2,0.0,0.0,1.70,3.75
2023-04-14T02:00,5.2,0.0,0.0,1.63,3.58
2023-04-14T03:00,5.1,0.0,0.0,1.71,3.86
2023-04-14T04:00,5.1,0.0,0.0,2.12,4.47
2023-04-14T05:00,5.2,0.0,0.0,2.12,4.66
2023-04-14T06:00,5.3,0.0,8.0,2.06,4.34
2023-04-14T07:00,6.7,0.0,50.0,2.60,4.92
2023-04-14T08:00,7.7,2.0,100.0,2.81,5.33
2023-04-14T09:00,8.1,0.0,85.0,3.04,5.90
2023-04-14T10:00,8.4,0.0,95.0,3.71,6.30
2023-04-14T11:00,8.5,0.0,110.0,4.30,6.50
2023-04-14T12:00,8.4,0.0,106.0,4.39,6.81
2023-04-14T13:00,8.4,0.0,110.0,4.96,7.37
2023-04-14T14:00,8.5,0.0,106.0,4.82,7.82
2023-04-14T15:00,8.5,0.0,77.0,4.12,6.81
2023-04-14T16:00,8.3,0.0,42.0,4.06,6.65
2023-04-14T17:00,8.1,0.0,28.0,3.71,6.59
2023-04-14T18:00,8.0,0.0,20.0,3.77,6.54
2023-04-14T19:00,7.8,0.0,4.0,3.70,6.53
2023-04-14T20:00,6.7,0.0,0.0,3.98,6.99
2023-04-14T21:00,6.5,0.0,0.0,4.03,7.11
2023-04-14T22:00,6.5,0.0,0.0,3.83,6.91
2023-04-14T23:00,6.6,0.0,0.0,3.55,6.63
2023-04-15T00:00,6.9,0.0,0.0,3.24,5.97
2023-04-15T01:00,7.3,0.0,0.0,2.91,5.55
2023-04-15T02:00,7.6,0.0,0.0,2.91,5.74
2023-04-15T03:00,8.0,0.0,0.0,3.08,6.38
2023-04-15T04:00,8.3,0.0,0.0,3.41,6.64
2023-04-15T05:00,8.5,0.0,0.0,3.50,6.62
2023-04-15T06:00,8.6,0.0,9.0,3.61,6.63
2023-04-15T07:00,9.0,4.0,56.0,3.89,6.78
2023-04-15T08:00,9.6,10.0,106.0,3.82,7.12
2023-04-15T09:00,10.2,17.0,121.0,4.94,7.24
2023-04-15T10:00,10.2,11.0,94.0,5.55,8.05
2023-04-15T11:00,10.4,32.0,97.0,4.77,7.41
2023-04-15T12:00,10.3,0.0,92.0,3.89,6.26
2023-04-15T13:00,10.3,0.0,84.0,4.62,7.28
2023-04-15T14:00,10.2,0.0,94.0,3.89,6.44
2023-04-15T15:00,10.3,0.0,112.0,3.70,6.22
2023-04-15T16:00,10.1,0.0,81.0,3.64,6.30
2023-04-15T17:00,9.9,4.0,61.0,3.50,5.88
2023-04-15T18:00,9.8,8.0,40.0,3.33,5.90
2023-04-15T19:00,9.4,0.0,10.0,3.36,6.23
2023-04-15T20:00,9.3,0.0,0.0,3.28,6.08
2023-04-15T21:00,9.1,0.0,0.0,3.24,6.02
2023-04-15T22:00,9.0,0.0,0.0,3.19,6.04
2023-04-15T23:00,8.9,0.0,0.0,2.75,5.00
2023-04-16T00:00,8.8,0.0,0.0,2.97,5.61
2023-04-16T01:00,8.7,0.0,0.0,2.97,5.73
2023-04-16T02:00,8.5,0.0,0.0,2.91,5.50
2023-04-16T03:00,8.4,0.0,0.0,2.77,5.29
2023-04-16T04:00,8.2,0.0,0.0,2.72,5.19
2023-04-16T05:00,8.2,0.0,0.0,2.72,5.24
2023-04-16T06:00,8.2,0.0,3.0,2.93,5.29
2023-04-16T07:00,8.4,0.0,18.0,3.04,5.25
2023-04-16T08:00,8.6,0.0,25.0,3.42,5.48
2023-04-16T09:00,9.0,2.0,54.0,3.94,6.35
2023-04-16T10:00,9.4,2.0,79.0,3.58,5.82
2023-04-16T11:00,9.6,15.0,116.0,2.87,4.55
2023-04-16T12:00,10.6,85.0,145.0,2.34,3.40
2023-04-16T13:00,10.9,37.0,171.0,2.65,3.61
2023-04-16T14:00,11.0,15.0,165.0,3.24,4.47
2023-04-16T15:00,11.0,39.0,133.0,3.10,5.72
2023-04-16T16:00,10.9,23.0,113.0,3.95,6.20
2023-04-16T17:00,10.6,28.0,73.0,3.77,6.18
2023-04-16T18:00,10.2,22.0,56.0,3.55,6.18
2023-04-16T19:00,9.3,8.0,17.0,3.69,6.58
2023-04-16T20:00,8.7,0.0,0.0,3.74,6.71
2023-04-16T21:00,8.3,0.0,0.0,3.61,6.43
2023-04-16T22:00,7.9,0.0,0.0,3.49,6.30
2023-04-16T23:00,7.7,0.0,0.0,3.64,6.66
2023-04-17T00:00,7.5,0.0,0.0,3.58,6.49
2023-04-17T01:00,7.2,0.0,0.0,3.36,6.09
2023-04-17T02:00,7.0,0.0,0.0,3.20,5.86
2023-04-17T03:00,6.6,0.0,0.0,3.23,6.00
2023-04-17T04:00,6.1,0.0,0.0,3.42,6.24
2023-04-17T05:00,5.6,0.0,0.0,3.54,6.50
2023-04-17T06:00,5.1,5.0,11.0,3.54,6.45
2023-04-17T07:00,5.5,42.0,51.0,3.86,5.82
2023-04-17T08:00,7.0,100.0,131.0,3.94,5.42
2023-04-17T09:00,8.1,179.0,178.0,4.00,5.44
2023-04-17T10:00,9.4,303.0,207.0,4.39,5.92
2023-04-17T11:00,10.3,289.0,246.0,4.61,6.19
2023-04-17T12:00,10.9,128.0,319.0,5.02,6.77
2023-04-17T13:00,11.0,122.0,298.0,5.01,6.90
2023-04-17T14:00,10.4,17.0,259.0,5.08,7.10
2023-04-17T15:00,9.9,30.0,210.0,5.30,7.42
2023-04-17T16:00,9.4,11.0,144.0,5.03,7.29
2023-04-17T17:00,9.0,3.0,104.0,4.46,6.86
2023-04-17T18:00,8.5,24.0,50.0,4.00,6.45
2023-04-17T19:00,8.0,0.0,14.0,3.81,6.21
2023-04-17T20:00,7.4,0.0,0.0,3.94,6.71
2023-04-17T21:00,7.0,0.0,0.0,4.11,7.17
2023-04-17T22:00,6.9,0.0,0.0,4.27,7.50
2023-04-17T23:00,6.9,0.0,0.0,4.24,7.15
2023-04-18T00:00,6.7,0.0,0.0,4.18,7.26
2023-04-18T01:00,6.2,0.0,0.0,3.75,6.92
2023-04-18T02:00,5.5,0.0,0.0,3.54,6.73
2023-04-18T03:00,5.2,0.0,0.0,3.55,6.75
2023-04-18T04:00,4.8,0.0,0.0,3.40,6.52
2023-04-18T05:00,4.7,0.0,0.0,3.22,6.41
2023-04-18T06:00,4.9,6.0,13.0,3.49,6.30
2023-04-18T07:00,5.8,16.0,52.0,3.62,5.73
2023-04-18T08:00,6.3,16.0,112.0,3.80,5.69
2023-04-18T09:00,7.7,71.0,170.0,4.02,5.73
2023-04-18T10:00,9.2,128.0,212.0,4.22,5.85
2023-04-18T11:00,10.5,112.0,254.0,4.50,6.12
2023-04-18T12:00,12.3,157.0,274.0,5.16,7.07
2023-04-18T13:00,13.5,100.0,252.0,5.28,7.42
2023-04-18T14:00,13.7,45.0,175.0,3.89,5.73
2023-04-18T15:00,13.5,40.0,116.0,4.36,6.32
2023-04-18T16:00,13.1,0.0,100.0,5.01,7.42
2023-04-18T17:00,12.6,0.0,87.0,5.26,8.15
2023-04-18T18:00,11.8,0.0,49.0,5.44,8.71
