latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.5,13.400009,38.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2015-01-01T00:00,4.0,97,0.00,0.0,0.0,3.75,7.13
2015-01-01T01:00,4.0,96,0.00,0.0,0.0,3.95,7.64
2015-01-01T02:00,3.8,96,0.00,0.0,0.0,4.01,7.92
2015-01-01T03:00,3.6,95,0.00,0.0,0.0,4.14,7.91
2015-01-01T04:00,3.3,94,0.00,0.0,0.0,4.04,7.83
2015-01-01T05:00,3.0,94,0.00,0.0,0.0,3.91,7.61
2015-01-01T06:00,2.3,94,0.00,0.0,0.0,3.60,7.24
2015-01-01T07:00,1.6,93,0.00,0.0,0.0,3.41,7.00
2015-01-01T08:00,0.9,93,0.00,0.0,0.0,4.10,7.82
2015-01-01T09:00,1.7,92,0.00,0.0,0.0,3.91,7.51
2015-01-01T10:00,1.8,91,0.00,1.0,4.0,3.70,7.18
2015-01-01T11:00,2.2,89,0.00,15.0,33.0,4.27,7.77
2015-01-01T12:00,3.0,86,0.00,83.0,53.0,4.12,7.17
2015-01-01T13:00,3.8,84,0.00,138.0,61.0,3.92,6.99
2015-01-01T14:00,4.2,83,0.00,139.0,63.0,3.85,7.31
2015-01-01T15:00,4.4,81,0.00,112.0,57.0,4.43,7.73
2015-01-01T16:00,4.0,81,0.00,60.0,43.0,4.25,7.94
2015-01-01T17:00,2.9,85,0.00,10.0,15.0,4.44,8.73
2015-01-01T18:00,2.0,89,0.00,0.0,0.0,4.16,8.42
2015-01-01T19:00,1.9,90,0.00,0.0,0.0,4.08,8.34
2015-01-01T20:00,2.2,90,0.00,0.0,0.0,4.18,8.24
2015-01-01T21:00,2.0,90,0.00,0.0,0.0,4.74,8.99
2015-01-01T22:00,1.9,90,0.00,0.0,0.0,5.31,9.60
2015-01-01T23:00,1.8,89,0.00,0.0,0.0,5.37,9.64
2015-01-02T00:00,1.8,87,0.00,0.0,0.0,5.45,10.04
2015-01-02T01:00,1.7,85,0.00,0.0,0.0,5.66,10.28
2015-01-02T02:00,1.6,84,0.00,0.0,0.0,6.10,10.96
2015-01-02T03:00,2.0,82,0.00,0.0,0.0,6.44,11.46
2015-01-02T04:00,2.7,77,0.00,0.0,0.0,6.58,11.75
2015-01-02T05:00,3.2,74,0.00,0.0,0.0,6.94,12.09
2015-01-02T06:00,3.6,72,0.20,0.0,0.0,6.79,11.90
2015-01-02T07:00,4.0,70,0.10,0.0,0.0,7.12,12.26
2015-01-02T08:00,3.5,83,0.90,0.0,0.0,7.29,12.50
2015-01-02T09:00,4.3,86,0.70,0.0,0.0,7.53,12.70
2015-01-02T10:00,4.8,88,0.50,0.0,1.0,7.65,12.88
2015-01-02T11:00,5.2,89,0.00,0.0,6.0,7.83,13.08
2015-01-02T12:00,6.0,89,0.00,0.0,16.0,7.95,13.00
2015-01-02T13:00,6.6,88,0.00,0.0,20.0,8.00,13.15
2015-01-02T14:00,7.0,88,0.00,0.0,17.0,8.46,13.71
2015-01-02T15:00,7.5,86,0.00,1.0,34.0,8.39,13.51
2015-01-02T16:00,7.3,83,0.00,15.0,34.0,7.90,12.90
2015-01-02T17:00,6.5,76,0.00,8.0,14.0,7.41,12.53
2015-01-02T18:00,5.9,74,0.00,0.0,0.0,7.40,12.41
2015-01-02T19:00,5.6,72,0.00,0.0,0.0,7.41,12.50
2015-01-02T20:00,5.5,68,0.00,0.0,0.0,7.55,12.64
2015-01-02T21:00,5.0,73,0.00,0.0,0.0,7.86,13.05
2015-01-02T22:00,4.8,73,0.00,0.0,0.0,7.95,13.23
2015-01-02T23:00,4.7,73,0.00,0.0,0.0,7.84,12.92
2015-01-03T00:00,4.6,72,0.00,0.0,0.0,7.13,12.02
2015-01-03T01:00,4.4,71,0.00,0.0,0.0,7.32,12.41
2015-01-03T02:00,4.3,70,0.00,0.0,0.0,7.82,12.91
2015-01-03T03:00,4.1,69,0.00,0.0,0.0,8.21,13.40
2015-01-03T04:00,3.9,69,0.00,0.0,0.0,8.41,13.84
2015-01-03T05:00,3.9,68,0.00,0.0,0.0,8.01,13.25
2015-01-03T06:00,3.7,69,0.00,0.0,0.0,7.40,12.31
2015-01-03T07:00,3.6,69,0.00,0.0,0.0,6.97,11.74
2015-01-03T08:00,3.3,69,0.00,0.0,0.0,7.06,11.87
2015-01-03T09:00,3.2,67,0.00,0.0,0.0,7.15,12.10
2015-01-03T10:00,3.2,66,0.00,0.0,9.0,7.75,12.97
2015-01-03T11:00,3.6,64,0.00,4.0,52.0,8.03,13.16
2015-01-03T12:00,4.2,61,0.00,7.0,85.0,7.67,12.37
2015-01-03T13:00,4.7,59,0.00,12.0,106.0,7.69,12.36
2015-01-03T14:00,5.0,58,0.00,14.0,115.0,7.66,12.30
2015-01-03T15:00,5.1,59,0.00,10.0,93.0,7.62,12.20
2015-01-03T16:00,4.8,60,0.00,8.0,58.0,7.20,11.65
2015-01-03T17:00,4.3,62,0.00,2.0,18.0,6.58,10.84
2015-01-03T18:00,3.8,66,0.00,0.0,0.0,6.43,10.75
2015-01-03T19:00,3.4,71,0.00,0.0,0.0,6.58,11.04
2015-01-03T20:00,3.1,77,0.20,0.0,0.0,6.48,10.89
2015-01-03T21:00,3.0,81,0.00,0.0,0.0,6.35,10.73
2015-01-03T22:00,3.0,82,0.00,0.0,0.0,6.30,10.50
2015-01-03T23:00,2.9,84,0.00,0.0,0.0,6.10,10.14
2015-01-04T00:00,3.0,85,0.00,0.0,0.0,5.77,9.65
2015-01-04T01:00,3.1,85,0.00,0.0,0.0,5.73,9.74
2015-01-04T02:00,3.0,85,0.00,0.0,0.0,5.92,9.84
2015-01-04T03:00,3.0,85,0.00,0.0,0.0,6.31,10.50
2015-01-04T04:00,3.0,84,0.00,0.0,0.0,6.74,10.94
2015-01-04T05:00,3.1,83,0.00,0.0,0.0,6.83,10.98
2015-01-04T06:00,3.2,82,0.00,0.0,0.0,7.06,11.38
2015-01-04T07:00,3.0,82,0.00,0.0,0.0,6.99,11.45
2015-01-04T08:00,2.7,81,0.00,0.0,0.0,6.75,11.27
2015-01-04T09:00,2.5,82,0.00,0.0,0.0,6.71,11.10
2015-01-04T10:00,2.5,80,0.00,3.0,7.0,6.66,11.05
2015-01-04T11:00,2.7,78,0.00,32.0,35.0,6.80,10.97
2015-01-04T12:00,3.4,76,0.00,100.0,53.0,5.32,8.99
2015-01-04T13:00,3.9,73,0.00,133.0,60.0,6.35,9.62
2015-01-04T14:00,4.2,70,0.00,127.0,72.0,6.55,9.93
2015-01-04T15:00,4.2,71,0.00,94.0,61.0,6.74,10.50
2015-01-04T16:00,3.9,72,0.00,48.0,45.0,6.21,10.04
2015-01-04T17:00,3.4,72,0.00,11.0,17.0,6.02,10.07
2015-01-04T18:00,3.1,72,0.00,0.0,0.0,6.25,10.28
2015-01-04T19:00,2.9,71,0.00,0.0,0.0,5.70,9.58
2015-01-04T20:00,2.6,71,0.00,0.0,0.0,5.75,9.90
2015-01-04T21:00,1.9,81,0.00,0.0,0.0,5.74,9.97
2015-01-04T22:00,1.7,82,0.00,0.0,0.0,5.54,9.77
2015-01-04T23:00,1.6,82,0.00,0.0,0.0,5.30,9.46
2015-01-05T00:00,1.3,84,0.00,0.0,0.0,5.22,9.32
2015-01-05T01:00,1.1,88,0.00,0.0,0.0,5.10,9.30
2015-01-05T02:00,1.1,90,0.00,0.0,0.0,5.01,8.96
2015-01-05T03:00,1.2,91,0.00,0.0,0.0,4.94,8.86
2015-01-05T04:00,1.5,92,0.00,0.0,0.0,5.19,9.14
2015-01-05T05:00,1.7,92,0.20,0.0,0.0,5.49,9.41
2015-01-05T06:00,2.2,92,0.40,0.0,0.0,6.00,9.95
2015-01-05T07:00,2.5,93,0.30,0.0,0.0,6.32,10.48
2015-01-05T08:00,2.6,93,0.30,0.0,0.0,6.59,10.83
2015-01-05T09:00,2.8,94,0.40,0.0,0.0,6.87,11.18
2015-01-05T10:00,2.8,94,0.40,0.0,2.0,7.12,11.50
2015-01-05T11:00,3.0,94,0.30,0.0,17.0,7.28,11.67
2015-01-05T12:00,3.2,94,0.30,0.0,37.0,6.23,9.97
2015-01-05T13:00,3.5,94,0.20,0.0,48.0,6.46,10.34
2015-01-05T14:00,3.6,95,0.20,0.0,34.0,6.08,9.88
2015-01-05T15:00,3.7,95,0.30,0.0,22.0,5.72,9.35
2015-01-05T16:00,3.7,95,0.40,0.0,17.0,5.24,8.61
2015-01-05T17:00,3.7,96,0.50,0.0,5.0,4.61,7.74
2015-01-05T18:00,3.6,96,0.50,0.0,0.0,3.94,6.77
2015-01-05T19:00,3.5,97,0.40,0.0,0.0,3.24,5.70
2015-01-05T20:00,3.4,97,0.30,0.0,0.0,2.61,4.83
2015-01-05T21:00,3.4,98,0.10,0.0,0.0,2.20,4.33
2015-01-05T22:00,3.3,98,0.00,0.0,0.0,1.84,3.84
2015-01-05T23:00,3.1,99,0.00,0.0,0.0,1.79,3.50
2015-01-06T00:00,3.0,99,0.00,0.0,0.0,1.12,2.15
2015-01-06T01:00,2.6,99,0.00,0.0,0.0,1.00,2.25
2015-01-06T02:00,2.5,100,0.00,0.0,0.0,0.61,1.75
2015-01-06T03:00,2.5,99,0.00,0.0,0.0,0.14,0.73
2015-01-06T04:00,2.4,100,0.00,0.0,0.0,0.76,0.81
2015-01-06T05:00,2.2,99,0.00,0.0,0.0,1.17,2.06
2015-01-06T06:00,1.8,99,0.00,0.0,0.0,1.56,2.62
2015-01-06T07:00,1.4,99,0.00,0.0,0.0,1.84,3.06
2015-01-06T08:00,1.0,99,0.00,0.0,0.0,2.27,3.55
2015-01-06T09:00,1.4,99,0.00,0.0,0.0,2.64,4.24
2015-01-06T10:00,1.2,99,0.00,0.0,3.0,2.86,4.32
2015-01-06T11:00,1.2,99,0.00,1.0,25.0,3.14,4.39
2015-01-06T12:00,1.4,95,0.00,8.0,60.0,3.50,4.89
2015-01-06T13:00,1.4,92,0.00,1.0,71.0,3.61,5.30
2015-01-06T14:00,1.4,90,0.00,11.0,80.0,3.82,5.45
2015-01-06T15:00,1.3,88,0.00,1.0,63.0,4.11,6.01
2015-01-06T16:00,1.0,86,0.00,0.0,47.0,4.68,6.79
2015-01-06T17:00,0.6,86,0.00,0.0,14.0,4.81,7.28
2015-01-06T18:00,0.1,86,0.00,0.0,0.0,4.82,7.42
2015-01-06T19:00,-0.3,85,0.00,0.0,0.0,4.83,7.85
2015-01-06T20:00,-0.5,83,0.00,0.0,0.0,5.10,8.56
2015-01-06T21:00,-0.2,83,0.00,0.0,0.0,5.31,9.06
2015-01-06T22:00,-0.1,81,0.00,0.0,0.0,5.30,9.23
2015-01-06T23:00,-0.0,81,0.00,0.0,0.0,5.39,9.24
2015-01-07T00:00,0.3,80,0.00,0.0,0.0,5.26,9.10
2015-01-07T01:00,0.4,80,0.00,0.0,0.0,5.16,9.03
2015-01-07T02:00,0.3,81,0.00,0.0,0.0,4.85,8.57
2015-01-07T03:00,0.5,80,0.00,0.0,0.0,4.28,7.73
2015-01-07T04:00,0.7,80,0.00,0.0,0.0,3.70,7.03
2015-01-07T05:00,0.5,82,0.00,0.0,0.0,3.41,6.82
2015-01-07T06:00,-0.1,84,0.00,0.0,0.0,3.23,6.71
2015-01-07T07:00,-0.1,84,0.00,0.0,0.0,3.09,6.33
2015-01-07T08:00,0.1,85,0.10,0.0,0.0,3.05,6.01
2015-01-07T09:00,0.4,89,0.30,0.0,0.0,3.12,5.95
2015-01-07T10:00,0.8,93,0.50,0.0,2.0,3.25,6.02
2015-01-07T11:00,1.3,95,0.50,0.0,6.0,3.28,6.13
2015-01-07T12:00,2.3,96,0.30,0.0,25.0,3.49,6.38
2015-01-07T13:00,3.3,96,0.00,0.0,36.0,3.72,6.70
2015-01-07T14:00,4.1,95,0.00,1.0,54.0,3.91,7.00
2015-01-07T15:00,4.6,93,0.00,3.0,56.0,3.62,6.40
2015-01-07T16:00,4.7,92,0.00,0.0,40.0,3.21,6.20
2015-01-07T17:00,4.4,93,0.00,1.0,11.0,3.23,6.79
2015-01-07T18:00,4.1,94,0.00,0.0,0.0,3.27,7.16
2015-01-07T19:00,3.9,93,0.00,0.0,0.0,3.68,7.50
2015-01-07T20:00,3.6,93,0.00,0.0,0.0,4.05,7.64
2015-01-07T21:00,3.5,93,0.00,0.0,0.0,4.09,7.43
2015-01-07T22:00,3.1,92,0.00,0.0,0.0,3.81,7.03
2015-01-07T23:00,2.6,92,0.00,0.0,0.0,3.62,6.99
2015-01-08T00:00,2.0,92,0.00,0.0,0.0,3.75,7.40
2015-01-08T01:00,1.6,91,0.00,0.0,0.0,4.10,7.87
2015-01-08T02:00,1.3,90,0.00,0.0,0.0,4.25,8.00
2015-01-08T03:00,1.0,90,0.00,0.0,0.0,4.33,8.06
2015-01-08T04:00,0.8,90,0.00,0.0,0.0,4.38,8.02
2015-01-08T05:00,1.0,90,0.00,0.0,0.0,4.47,8.18
2015-01-08T06:00,1.2,88,0.00,0.0,0.0,4.63,8.20
2015-01-08T07:00,1.3,88,0.00,0.0,0.0,4.69,8.12
2015-01-08T08:00,1.4,86,0.00,0.0,0.0,4.48,8.04
2015-01-08T09:00,1.7,85,0.30,0.0,0.0,4.61,8.13
2015-01-08T10:00,1.7,88,0.20,0.0,2.0,4.63,8.26
2015-01-08T11:00,1.7,92,0.40,0.0,7.0,4.79,8.46
2015-01-08T12:00,2.4,92,0.20,0.0,14.0,4.92,8.54
2015-01-08T13:00,3.1,92,0.00,1.0,19.0,5.24,9.04
2015-01-08T14:00,3.7,91,0.00,0.0,15.0,5.19,8.85
2015-01-08T15:00,4.2,91,0.00,0.0,16.0,4.89,8.56
2015-01-08T16:00,4.6,92,0.00,0.0,13.0,4.88,8.45
2015-01-08T17:00,4.8,92,0.00,0.0,4.0,5.22,8.95
2015-01-08T18:00,5.0,94,0.20,0.0,0.0,5.28,9.00
2015-01-08T19:00,5.4,94,1.50,0.0,0.0,5.24,8.91
2015-01-08T20:00,5.8,94,2.00,0.0,0.0,5.32,9.04
2015-01-08T21:00,6.2,95,1.60,0.0,0.0,5.37,9.12
2015-01-08T22:00,6.4,95,1.40,0.0,0.0,5.71,9.24
2015-01-08T23:00,6.1,95,1.40,0.0,0.0,6.51,10.43
2015-01-09T00:00,5.2,97,1.00,0.0,0.0,6.94,11.05
2015-01-09T01:00,5.1,94,0.40,0.0,0.0,6.99,11.40
2015-01-09T02:00,5.0,90,0.00,0.0,0.0,6.74,11.33
2015-01-09T03:00,4.8,90,0.00,0.0,0.0,7.31,12.20
2015-01-09T04:00,4.6,89,0.00,0.0,0.0,7.28,12.26
2015-01-09T05:00,4.3,89,0.00,0.0,0.0,7.28,12.15
2015-01-09T06:00,4.4,88,0.00,0.0,0.0,7.34,12.07
2015-01-09T07:00,4.7,87,0.00,0.0,0.0,7.61,12.52
2015-01-09T08:00,4.9,85,0.00,0.0,0.0,7.56,12.27
2015-01-09T09:00,5.2,81,0.00,0.0,0.0,6.84,11.37
2015-01-09T10:00,5.4,78,0.00,0.0,4.0,7.31,12.10
2015-01-09T11:00,6.0,74,0.00,7.0,27.0,8.71,14.14
2015-01-09T12:00,6.7,73,0.20,0.0,33.0,9.07,14.65
2015-01-09T13:00,7.6,70,0.00,0.0,45.0,9.53,15.26
2015-01-09T14:00,8.1,70,0.40,6.0,79.0,11.10,17.65
2015-01-09T15:00,8.0,77,0.70,3.0,66.0,11.61,18.48
2015-01-09T16:00,7.8,84,0.60,1.0,36.0,11.40,18.10
2015-01-09T17:00,7.2,86,1.00,3.0,15.0,10.49,16.46
2015-01-09T18:00,6.2,86,0.20,0.0,0.0,9.18,14.85
2015-01-09T19:00,6.4,81,0.00,0.0,0.0,8.91,14.55
2015-01-09T20:00,6.4,78,0.00,0.0,0.0,9.06,14.64
2015-01-09T21:00,6.4,85,0.00,0.0,0.0,8.96,14.54
2015-01-09T22:00,6.4,83,0.00,0.0,0.0,8.86,14.44
2015-01-09T23:00,6.5,82,0.00,0.0,0.0,8.80,14.43
2015-01-10T00:00,6.4,83,0.00,0.0,0.0,7.40,12.41
2015-01-10T01:00,6.6,82,0.00,0.0,0.0,7.30,12.11
2015-01-10T02:00,6.5,81,0.00,0.0,0.0,6.43,10.81
2015-01-10T03:00,6.3,83,0.00,0.0,0.0,5.43,9.41
2015-01-10T04:00,6.2,86,0.10,0.0,0.0,4.23,7.71
2015-01-10T05:00,6.0,92,0.60,0.0,0.0,3.49,6.58
2015-01-10T06:00,6.1,94,0.80,0.0,0.0,3.44,6.53
2015-01-10T07:00,6.9,96,1.40,0.0,0.0,4.05,7.56
2015-01-10T08:00,9.2,95,0.90,0.0,0.0,5.76,10.12
2015-01-10T09:00,11.0,93,0.00,0.0,0.0,7.03,11.41
2015-01-10T10:00,11.5,92,0.00,0.0,1.0,8.00,12.41
2015-01-10T11:00,11.6,92,0.00,0.0,11.0,8.20,13.19
2015-01-10T12:00,11.6,91,0.10,0.0,19.0,8.26,13.27
2015-01-10T13:00,11.6,89,0.00,0.0,25.0,8.79,14.24
2015-01-10T14:00,11.2,85,0.10,0.0,38.0,9.75,15.67
2015-01-10T15:00,10.8,81,0.00,2.0,40.0,9.87,15.87
2015-01-10T16:00,10.7,79,0.00,0.0,18.0,10.19,16.30
2015-01-10T17:00,10.9,77,0.00,0.0,4.0,10.60,17.03
2015-01-10T18:00,10.5,80,0.60,0.0,0.0,10.78,17.22
2015-01-10T19:00,8.4,77,0.60,0.0,0.0,10.34,16.64
2015-01-10T20:00,7.3,68,0.00,0.0,0.0,9.85,16.00
2015-01-10T21:00,6.4,67,0.00,0.0,0.0,9.59,15.40
2015-01-10T22:00,5.8,59,0.00,0.0,0.0,9.69,15.52
2015-01-10T23:00,5.3,53,0.00,0.0,0.0,9.43,15.29
2015-01-11T00:00,5.0,50,0.00,0.0,0.0,8.70,14.21
2015-01-11T01:00,4.8,49,0.00,0.0,0.0,8.51,14.00
2015-01-11T02:00,4.4,50,0.00,0.0,0.0,8.62,14.11
2015-01-11T03:00,4.1,53,0.00,0.0,0.0,8.53,13.92
2015-01-11T04:00,3.8,56,0.00,0.0,0.0,8.42,13.61
2015-01-11T05:00,3.6,58,0.00,0.0,0.0,7.73,12.71
2015-01-11T06:00,3.5,60,0.00,0.0,0.0,7.55,12.56
2015-01-11T07:00,3.5,60,0.00,0.0,0.0,7.81,12.81
2015-01-11T08:00,3.4,61,0.00,0.0,0.0,7.96,12.87
2015-01-11T09:00,3.6,65,0.00,0.0,0.0,8.06,12.97
2015-01-11T10:00,3.6,67,0.00,1.0,6.0,8.30,13.12
2015-01-11T11:00,3.8,68,0.00,5.0,38.0,8.71,13.63
2015-01-11T12:00,3.9,70,0.10,25.0,67.0,7.18,11.67
2015-01-11T13:00,3.8,73,0.00,71.0,77.0,9.22,13.85
2015-01-11T14:00,3.9,74,0.00,69.0,95.0,7.94,12.38
2015-01-11T15:00,4.0,75,0.00,39.0,94.0,8.59,13.53
2015-01-11T16:00,3.7,76,0.10,30.0,69.0,8.84,13.94
2015-01-11T17:00,3.5,75,0.00,11.0,26.0,8.80,13.90
2015-01-11T18:00,3.2,75,0.00,0.0,0.0,9.00,14.30
2015-01-11T19:00,3.0,77,0.00,0.0,0.0,9.10,14.42
2015-01-11T20:00,3.1,79,0.20,0.0,0.0,8.81,14.03
2015-01-11T21:00,2.8,85,0.60,0.0,0.0,8.53,13.68
2015-01-11T22:00,2.6,87,0.40,0.0,0.0,8.22,13.15
2015-01-11T23:00,2.4,89,0.30,0.0,0.0,7.80,12.52
2015-01-12T00:00,2.3,90,0.30,0.0,0.0,6.71,11.40
2015-01-12T01:00,2.1,92,0.20,0.0,0.0,6.70,11.11
2015-01-12T02:00,2.1,91,0.20,0.0,0.0,6.40,10.92
2015-01-12T03:00,2.0,93,0.00,0.0,0.0,6.01,10.50
2015-01-12T04:00,2.3,93,0.00,0.0,0.0,6.25,10.63
2015-01-12T05:00,3.0,92,0.00,0.0,0.0,6.44,10.92
2015-01-12T06:00,4.0,90,0.00,0.0,0.0,6.65,11.03
2015-01-12T07:00,4.4,88,0.00,0.0,0.0,6.23,10.48
2015-01-12T08:00,4.5,87,0.00,0.0,0.0,6.49,10.78
2015-01-12T09:00,4.7,88,0.20,0.0,0.0,6.52,10.88
2015-01-12T10:00,4.7,90,0.50,0.0,4.0,6.60,11.15
2015-01-12T11:00,5.1,89,0.40,0.0,23.0,6.96,11.60
2015-01-12T12:00,5.4,89,0.20,0.0,35.0,7.10,11.78
2015-01-12T13:00,5.7,88,0.20,0.0,39.0,7.13,11.80
2015-01-12T14:00,5.8,88,0.20,0.0,39.0,7.38,12.20
2015-01-12T15:00,5.9,87,0.20,0.0,31.0,7.55,12.40
2015-01-12T16:00,5.9,87,0.30,0.0,18.0,7.68,12.68
2015-01-12T17:00,5.8,87,0.30,0.0,9.0,7.82,12.95
2015-01-12T18:00,5.8,87,0.30,0.0,0.0,7.77,12.85
2015-01-12T19:00,5.7,87,0.20,0.0,0.0,7.66,12.64
2015-01-12T20:00,5.8,84,0.10,0.0,0.0,7.63,12.63
2015-01-12T21:00,6.4,84,0.00,0.0,0.0,7.55,12.54
2015-01-12T22:00,6.7,82,0.00,0.0,0.0,7.43,12.47
2015-01-12T23:00,6.9,80,0.00,0.0,0.0,7.41,12.32
2015-01-13T00:00,7.2,79,0.00,0.0,0.0,7.22,12.04
2015-01-13T01:00,7.4,79,0.00,0.0,0.0,7.12,11.90
2015-01-13T02:00,7.6,79,0.10,0.0,0.0,7.34,12.21
2015-01-13T03:00,7.7,79,0.00,0.0,0.0,7.22,12.09
2015-01-13T04:00,7.8,79,0.00,0.0,0.0,6.91,11.73
2015-01-13T05:00,7.9,79,0.00,0.0,0.0,6.28,10.79
2015-01-13T06:00,8.0,77,0.00,0.0,0.0,6.09,10.45
2015-01-13T07:00,8.2,74,0.00,0.0,0.0,6.22,10.62
2015-01-13T08:00,8.3,71,0.00,0.0,0.0,6.37,10.89
2015-01-13T09:00,7.9,75,0.00,0.0,0.0,6.38,10.82
2015-01-13T10:00,8.3,73,0.00,0.0,2.0,6.45,10.96
2015-01-13T11:00,8.8,68,0.00,4.0,11.0,6.94,11.67
2015-01-13T12:00,9.5,65,0.00,16.0,46.0,6.94,11.60
2015-01-13T13:00,9.7,64,0.00,26.0,41.0,6.93,11.46
2015-01-13T14:00,10.1,63,0.00,4.0,52.0,7.42,12.03
2015-01-13T15:00,10.6,62,0.00,48.0,45.0,7.50,12.12
2015-01-13T16:00,10.9,61,0.00,33.0,40.0,7.43,12.19
2015-01-13T17:00,10.9,59,0.00,11.0,19.0,7.36,12.37
2015-01-13T18:00,10.7,58,0.00,0.0,1.0,7.30,12.38
2015-01-13T19:00,10.4,58,0.00,0.0,0.0,7.43,12.41
2015-01-13T20:00,9.9,64,0.20,0.0,0.0,7.58,12.59
2015-01-13T21:00,11.2,54,0.00,0.0,0.0,7.26,12.08
2015-01-13T22:00,10.7,61,0.00,0.0,0.0,6.26,10.51
2015-01-13T23:00,9.6,72,0.00,0.0,0.0,4.92,9.00
2015-01-14T00:00,8.8,81,0.20,0.0,0.0,4.70,8.35
2015-01-14T01:00,8.4,87,0.30,0.0,0.0,5.05,9.02
2015-01-14T02:00,8.0,90,0.40,0.0,0.0,4.94,8.90
2015-01-14T03:00,7.9,89,0.00,0.0,0.0,5.08,8.96
2015-01-14T04:00,7.7,88,0.00,0.0,0.0,5.10,9.08
2015-01-14T05:00,7.3,87,0.00,0.0,0.0,4.61,8.27
2015-01-14T06:00,6.9,87,0.00,0.0,0.0,3.75,7.22
2015-01-14T07:00,6.1,89,0.00,0.0,0.0,4.12,7.93
2015-01-14T08:00,5.7,90,0.00,0.0,0.0,5.46,9.71
2015-01-14T09:00,6.0,90,0.40,0.0,0.0,6.93,11.53
2015-01-14T10:00,6.3,87,0.50,2.0,7.0,7.32,12.19
2015-01-14T11:00,6.3,85,0.00,6.0,38.0,6.84,11.35
2015-01-14T12:00,6.4,81,0.00,69.0,68.0,6.07,9.58
2015-01-14T13:00,6.5,75,0.00,102.0,79.0,5.66,8.74
2015-01-14T14:00,6.5,70,0.00,95.0,88.0,6.13,9.13
2015-01-14T15:00,6.5,67,0.00,81.0,84.0,6.13,9.62
2015-01-14T16:00,6.2,66,0.00,29.0,72.0,4.92,8.10
2015-01-14T17:00,5.7,66,0.00,5.0,30.0,3.78,6.88
2015-01-14T18:00,4.7,71,0.00,0.0,1.0,3.16,6.58
2015-01-14T19:00,4.0,78,0.10,0.0,0.0,3.27,6.93
2015-01-14T20:00,3.8,84,0.50,0.0,0.0,3.86,7.64
2015-01-14T21:00,3.8,84,0.60,0.0,0.0,4.38,8.03
2015-01-14T22:00,3.6,87,0.20,0.0,0.0,4.84,8.66
2015-01-14T23:00,3.4,87,0.00,0.0,0.0,5.06,9.14
2015-01-15T00:00,3.0,88,0.00,0.0,0.0,5.31,9.10
2015-01-15T01:00,2.7,87,0.00,0.0,0.0,5.33,9.13
2015-01-15T02:00,2.6,86,0.00,0.0,0.0,4.90,8.50
2015-01-15T03:00,2.3,85,0.00,0.0,0.0,3.96,7.21
2015-01-15T04:00,1.8,86,0.00,0.0,0.0,3.18,6.44
2015-01-15T05:00,1.0,88,0.00,0.0,0.0,3.45,6.89
2015-01-15T06:00,0.4,90,0.00,0.0,0.0,4.20,7.92
2015-01-15T07:00,0.1,89,0.00,0.0,0.0,4.82,8.80
2015-01-15T08:00,0.2,87,0.00,0.0,0.0,5.06,9.22
2015-01-15T09:00,0.5,85,0.00,0.0,0.0,5.55,10.10
2015-01-15T10:00,1.5,80,0.00,0.0,10.0,5.75,10.41
2015-01-15T11:00,2.4,84,0.40,0.0,39.0,6.20,10.84
2015-01-15T12:00,3.5,86,0.60,0.0,49.0,6.32,10.70
2015-01-15T13:00,4.5,87,0.40,0.0,46.0,6.50,10.92
2015-01-15T14:00,5.4,86,0.20,0.0,45.0,6.44,10.97
2015-01-15T15:00,6.2,84,0.10,0.0,51.0,6.44,10.90
2015-01-15T16:00,7.0,80,0.00,2.0,55.0,6.51,10.96
2015-01-15T17:00,7.3,77,0.00,3.0,28.0,6.48,11.18
2015-01-15T18:00,7.6,73,0.00,0.0,1.0,6.53,11.43
2015-01-15T19:00,7.9,70,0.00,0.0,0.0,6.55,11.45
2015-01-15T20:00,8.3,65,0.00,0.0,0.0,6.55,11.35
2015-01-15T21:00,7.6,70,0.00,0.0,0.0,6.80,11.83
2015-01-15T22:00,8.0,65,0.00,0.0,0.0,6.98,12.12
2015-01-15T23:00,8.8,58,0.00,0.0,0.0,7.16,12.11
2015-01-16T00:00,9.0,54,0.00,0.0,0.0,7.31,12.48
2015-01-16T01:00,9.0,53,0.00,0.0,0.0,6.95,12.01
2015-01-16T02:00,9.1,53,0.00,0.0,0.0,6.71,11.49
2015-01-16T03:00,9.3,55,0.00,0.0,0.0,6.52,11.10
2015-01-16T04:00,8.9,60,0.00,0.0,0.0,5.87,10.12
2015-01-16T05:00,8.4,67,0.00,0.0,0.0,5.40,9.69
2015-01-16T06:00,7.8,73,0.00,0.0,0.0,5.19,9.55
2015-01-16T07:00,7.5,76,0.00,0.0,0.0,5.02,9.22
2015-01-16T08:00,7.2,79,0.00,0.0,0.0,4.61,8.64
2015-01-16T09:00,6.7,84,0.00,0.0,0.0,4.17,8.03
2015-01-16T10:00,6.5,86,0.00,2.0,13.0,4.11,7.92
2015-01-16T11:00,7.1,84,0.00,21.0,56.0,4.18,7.57
2015-01-16T12:00,8.1,81,0.00,55.0,87.0,3.69,6.50
2015-01-16T13:00,8.6,78,0.00,73.0,95.0,3.26,5.02
