latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.5,13.400009,38.0,7200,Europe/Berlin,CEST

time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),direct_radiation (W/m²),diffuse_radiation (W/m²),windspeed_10m (m/s),windspeed_100m (m/s)
2015-08-17T01:00,21.1,92,0.00,0.0,0.0,2.77,5.49
2015-08-17T02:00,21.2,91,0.00,0.0,0.0,3.28,6.21
2015-08-17T03:00,21.0,91,0.00,0.0,0.0,3.20,6.10
2015-08-17T04:00,20.6,90,0.00,0.0,0.0,2.90,5.63
2015-08-17T05:00,20.2,88,0.00,0.0,0.0,3.31,6.20
2015-08-17T06:00,20.0,84,0.00,0.0,0.0,3.72,7.01
2015-08-17T07:00,20.0,80,0.00,7.0,14.0,3.63,6.93
2015-08-17T08:00,20.5,74,0.00,29.0,60.0,3.59,6.76
2015-08-17T09:00,22.0,79,0.20,118.0,101.0,3.98,6.17
2015-08-17T10:00,23.3,70,0.20,241.0,133.0,4.50,6.40
2015-08-17T11:00,24.3,63,0.20,253.0,181.0,4.51,6.22
2015-08-17T12:00,24.6,60,0.00,137.0,224.0,4.44,6.14
2015-08-17T13:00,25.1,57,0.30,255.0,222.0,4.63,6.54
2015-08-17T14:00,25.0,58,0.50,289.0,198.0,5.10,7.12
2015-08-17T15:00,25.1,55,0.00,129.0,156.0,5.28,7.50
2015-08-17T16:00,25.8,50,0.30,149.0,167.0,5.81,8.32
2015-08-17T17:00,26.5,46,0.00,74.0,169.0,6.30,9.10
2015-08-17T18:00,26.7,46,0.00,66.0,113.0,5.71,8.71
2015-08-17T19:00,25.7,50,0.00,4.0,76.0,5.02,8.22
2015-08-17T20:00,24.9,53,0.00,3.0,30.0,4.06,7.26
2015-08-17T21:00,23.7,49,0.20,0.0,2.0,3.41,6.36
2015-08-17T22:00,23.0,56,0.00,0.0,0.0,3.53,6.40
2015-08-17T23:00,22.6,63,0.00,0.0,0.0,4.02,6.89
2015-08-18T00:00,21.9,71,0.00,0.0,0.0,2.73,5.52
2015-08-18T01:00,21.0,78,0.20,0.0,0.0,3.00,5.65
2015-08-18T02:00,20.5,83,0.50,0.0,0.0,3.24,6.16
2015-08-18T03:00,20.0,87,0.50,0.0,0.0,3.01,5.89
2015-08-18T04:00,19.6,88,0.70,0.0,0.0,2.90,5.74
2015-08-18T05:00,19.1,88,0.90,0.0,0.0,2.88,5.70
2015-08-18T06:00,18.7,88,0.90,0.0,0.0,2.69,5.05
2015-08-18T07:00,18.6,86,0.50,1.0,8.0,2.52,4.30
2015-08-18T08:00,18.7,80,0.20,1.0,30.0,2.42,4.22
2015-08-18T09:00,19.3,86,0.20,19.0,79.0,2.14,3.78
2015-08-18T10:00,19.9,81,0.00,47.0,121.0,1.92,2.87
2015-08-18T11:00,20.3,79,0.10,123.0,138.0,1.91,2.61
2015-08-18T12:00,20.6,78,0.20,206.0,130.0,1.77,2.31
2015-08-18T13:00,20.5,77,0.20,76.0,225.0,1.70,2.08
2015-08-18T14:00,20.3,79,0.10,97.0,166.0,1.64,2.00
2015-08-18T15:00,20.0,81,0.00,46.0,194.0,1.86,2.30
2015-08-18T16:00,19.6,83,0.00,22.0,180.0,1.84,2.20
2015-08-18T17:00,19.0,86,0.20,0.0,114.0,2.60,3.36
2015-08-18T18:00,18.5,88,0.40,10.0,77.0,3.77,5.26
2015-08-18T19:00,17.9,90,0.20,0.0,33.0,4.10,6.00
2015-08-18T20:00,17.5,92,0.00,0.0,13.0,4.00,6.14
2015-08-18T21:00,17.5,94,0.00,0.0,2.0,3.92,6.32
2015-08-18T22:00,17.4,94,0.00,0.0,0.0,3.96,6.36
2015-08-18T23:00,17.3,94,0.00,0.0,0.0,3.61,6.49
2015-08-19T00:00,17.1,94,0.00,0.0,0.0,3.98,5.67
2015-08-19T01:00,17.0,94,0.00,0.0,0.0,3.04,4.24
2015-08-19T02:00,16.9,95,0.00,0.0,0.0,2.13,2.78
2015-08-19T03:00,16.9,95,0.00,0.0,0.0,1.08,1.13
2015-08-19T04:00,16.7,97,0.00,0.0,0.0,0.60,0.30
2015-08-19T05:00,16.5,98,0.00,0.0,0.0,0.50,0.54
2015-08-19T06:00,16.3,98,0.00,0.0,0.0,0.64,0.81
2015-08-19T07:00,16.7,94,0.00,10.0,14.0,0.28,0.14
2015-08-19T08:00,17.7,84,0.00,54.0,51.0,0.61,1.00
2015-08-19T09:00,18.4,81,0.00,85.0,87.0,1.77,2.31
2015-08-19T10:00,19.4,75,0.00,143.0,92.0,2.06,2.79
2015-08-19T11:00,20.1,70,0.00,170.0,116.0,2.55,3.37
2015-08-19T12:00,21.2,63,0.00,240.0,153.0,1.50,1.97
2015-08-19T13:00,22.7,55,0.00,395.0,192.0,1.28,1.70
2015-08-19T14:00,23.8,49,0.00,480.0,157.0,1.26,1.66
2015-08-19T15:00,24.3,45,0.00,432.0,138.0,1.00,1.20
2015-08-19T16:00,24.9,41,0.00,429.0,144.0,0.92,1.06
2015-08-19T17:00,25.0,38,0.00,393.0,114.0,1.41,1.60
2015-08-19T18:00,24.5,39,0.00,243.0,92.0,2.40,3.11
2015-08-19T19:00,23.4,48,0.00,133.0,60.0,2.93,4.28
2015-08-19T20:00,21.9,58,0.00,37.0,34.0,2.98,5.35
2015-08-19T21:00,19.2,81,0.00,0.0,3.0,2.94,5.77
2015-08-19T22:00,18.4,84,0.00,0.0,0.0,2.87,5.80
2015-08-19T23:00,17.8,86,0.00,0.0,0.0,2.48,5.45
2015-08-20T00:00,17.0,90,0.00,0.0,0.0,1.78,4.06
2015-08-20T01:00,16.1,93,0.00,0.0,0.0,1.97,3.57
2015-08-20T02:00,15.5,92,0.00,0.0,0.0,1.50,2.64
2015-08-20T03:00,14.6,89,0.00,0.0,0.0,1.28,2.98
2015-08-20T04:00,14.0,84,0.00,0.0,0.0,1.50,3.74
2015-08-20T05:00,13.6,78,0.00,0.0,0.0,1.70,4.14
2015-08-20T06:00,13.3,75,0.00,0.0,0.0,2.01,4.74
2015-08-20T07:00,14.0,72,0.00,16.0,18.0,2.62,5.10
2015-08-20T08:00,16.1,60,0.00,83.0,61.0,2.75,4.66
2015-08-20T09:00,18.5,57,0.00,242.0,81.0,2.94,4.11
2015-08-20T10:00,20.1,51,0.00,362.0,105.0,2.97,4.05
2015-08-20T11:00,21.8,45,0.00,493.0,114.0,3.23,4.30
2015-08-20T12:00,23.1,36,0.00,554.0,113.0,3.20,4.22
2015-08-20T13:00,23.9,32,0.00,591.0,138.0,3.49,4.52
2015-08-20T14:00,24.2,31,0.00,556.0,147.0,3.31,4.30
2015-08-20T15:00,24.5,30,0.00,538.0,152.0,3.05,3.90
2015-08-20T16:00,24.6,30,0.00,438.0,161.0,2.69,3.42
2015-08-20T17:00,24.4,30,0.00,338.0,136.0,2.34,3.07
2015-08-20T18:00,24.1,30,0.00,222.0,116.0,2.21,2.85
2015-08-20T19:00,23.5,33,0.00,104.0,83.0,1.46,2.85
2015-08-20T20:00,22.2,40,0.00,22.0,39.0,2.02,2.82
2015-08-20T21:00,20.0,49,0.00,0.0,2.0,2.02,2.83
2015-08-20T22:00,18.4,52,0.00,0.0,0.0,2.01,3.10
2015-08-20T23:00,17.0,57,0.00,0.0,0.0,2.16,3.71
2015-08-21T00:00,16.0,60,0.00,0.0,0.0,2.18,5.41
2015-08-21T01:00,15.3,61,0.00,0.0,0.0,2.12,5.41
2015-08-21T02:00,14.8,61,0.00,0.0,0.0,2.10,5.46
2015-08-21T03:00,14.3,61,0.00,0.0,0.0,2.33,5.74
2015-08-21T04:00,13.9,63,0.00,0.0,0.0,2.21,5.66
2015-08-21T05:00,13.5,65,0.00,0.0,0.0,1.99,5.16
2015-08-21T06:00,13.1,69,0.00,0.0,0.0,1.94,4.66
2015-08-21T07:00,13.7,73,0.00,6.0,25.0,2.11,4.48
2015-08-21T08:00,16.4,60,0.00,46.0,81.0,2.43,4.59
2015-08-21T09:00,18.5,58,0.00,174.0,109.0,2.33,3.42
2015-08-21T10:00,19.9,53,0.00,234.0,93.0,2.55,3.37
2015-08-21T11:00,21.9,46,0.00,380.0,157.0,2.51,3.31
2015-08-21T12:00,23.0,42,0.00,368.0,145.0,2.51,3.31
2015-08-21T13:00,24.4,34,0.00,537.0,153.0,3.10,3.96
2015-08-21T14:00,24.8,31,0.00,464.0,198.0,2.94,3.79
2015-08-21T15:00,25.2,30,0.00,506.0,176.0,2.62,3.35
2015-08-21T16:00,25.2,30,0.00,457.0,135.0,2.35,3.06
2015-08-21T17:00,25.1,30,0.00,342.0,133.0,2.30,3.00
2015-08-21T18:00,24.6,30,0.00,222.0,104.0,2.40,3.20
2015-08-21T19:00,24.0,32,0.00,125.0,72.0,1.61,3.21
2015-08-21T20:00,22.7,38,0.00,27.0,35.0,2.18,3.73
2015-08-21T21:00,20.4,44,0.00,0.0,1.0,2.25,4.26
2015-08-21T22:00,18.5,51,0.00,0.0,0.0,2.16,4.40
2015-08-21T23:00,17.2,55,0.00,0.0,0.0,2.19,4.84
2015-08-22T00:00,16.2,58,0.00,0.0,0.0,2.30,6.07
2015-08-22T01:00,15.4,60,0.00,0.0,0.0,2.00,5.15
2015-08-22T02:00,14.9,62,0.00,0.0,0.0,2.04,5.01
2015-08-22T03:00,14.4,65,0.00,0.0,0.0,1.94,5.02
2015-08-22T04:00,13.8,68,0.00,0.0,0.0,1.91,4.81
2015-08-22T05:00,13.3,70,0.00,0.0,0.0,1.90,4.40
2015-08-22T06:00,13.1,73,0.00,0.0,0.0,2.14,4.12
2015-08-22T07:00,13.4,75,0.00,14.0,18.0,2.06,4.24
2015-08-22T08:00,16.9,58,0.00,92.0,56.0,2.14,4.51
2015-08-22T09:00,19.7,55,0.00,214.0,80.0,1.92,3.10
2015-08-22T10:00,22.1,46,0.00,349.0,98.0,2.42,3.31
2015-08-22T11:00,23.9,36,0.00,473.0,105.0,3.22,4.23
2015-08-22T12:00,24.9,31,0.00,560.0,114.0,2.73,3.52
2015-08-22T13:00,25.7,28,0.00,563.0,135.0,3.10,4.03
2015-08-22T14:00,26.0,27,0.00,416.0,184.0,3.57,4.62
2015-08-22T15:00,25.9,26,0.00,182.0,229.0,3.89,5.12
2015-08-22T16:00,25.3,28,0.00,40.0,218.0,3.98,5.35
2015-08-22T17:00,24.9,29,0.00,58.0,173.0,4.11,5.57
2015-08-22T18:00,24.6,30,0.00,63.0,127.0,3.57,5.32
2015-08-22T19:00,23.9,33,0.00,47.0,91.0,2.66,4.81
2015-08-22T20:00,22.6,37,0.00,28.0,30.0,2.11,4.81
2015-08-22T21:00,21.2,39,0.00,0.0,1.0,2.47,5.65
2015-08-22T22:00,19.8,42,0.00,0.0,0.0,2.92,6.62
2015-08-22T23:00,18.8,45,0.00,0.0,0.0,3.31,7.11
2015-08-23T00:00,18.0,47,0.00,0.0,0.0,2.41,5.92
2015-08-23T01:00,17.1,50,0.00,0.0,0.0,2.12,5.29
2015-08-23T02:00,16.0,56,0.00,0.0,0.0,2.41,5.48
2015-08-23T03:00,14.9,61,0.00,0.0,0.0,2.60,5.87
2015-08-23T04:00,14.1,64,0.00,0.0,0.0,2.41,5.73
2015-08-23T05:00,13.8,66,0.00,0.0,0.0,2.10,5.17
2015-08-23T06:00,13.7,69,0.00,0.0,0.0,2.30,5.36
2015-08-23T07:00,14.3,70,0.00,9.0,19.0,3.20,6.23
2015-08-23T08:00,16.5,63,0.00,76.0,63.0,3.41,5.84
2015-08-23T09:00,18.3,60,0.00,205.0,79.0,3.63,4.98
2015-08-23T10:00,20.2,53,0.00,327.0,101.0,3.44,4.65
2015-08-23T11:00,22.0,45,0.00,459.0,108.0,3.86,5.20
2015-08-23T12:00,23.2,40,0.00,542.0,118.0,4.32,5.73
2015-08-23T13:00,24.0,38,0.00,550.0,138.0,4.87,6.49
2015-08-23T14:00,24.2,37,0.00,487.0,155.0,5.32,7.18
2015-08-23T15:00,24.4,37,0.00,431.0,129.0,5.51,7.60
2015-08-23T16:00,24.2,37,0.00,225.0,147.0,5.44,7.41
2015-08-23T17:00,24.4,36,0.00,248.0,136.0,5.19,7.25
2015-08-23T18:00,24.2,37,0.00,154.0,92.0,4.96,7.32
2015-08-23T19:00,23.9,37,0.00,105.0,64.0,4.03,6.69
2015-08-23T20:00,22.7,40,0.00,23.0,26.0,4.22,7.51
2015-08-23T21:00,21.3,44,0.00,0.0,1.0,4.90,8.70
2015-08-23T22:00,20.4,50,0.00,0.0,0.0,4.80,8.61
2015-08-23T23:00,19.9,53,0.00,0.0,0.0,4.70,8.66
2015-08-24T00:00,19.5,54,0.00,0.0,0.0,3.83,7.69
2015-08-24T01:00,19.2,54,0.00,0.0,0.0,3.74,7.45
2015-08-24T02:00,19.0,54,0.00,0.0,0.0,3.57,7.02
2015-08-24T03:00,18.8,55,0.00,0.0,0.0,3.69,7.19
2015-08-24T04:00,18.5,59,0.00,0.0,0.0,3.72,7.26
2015-08-24T05:00,18.4,63,0.00,0.0,0.0,3.89,7.38
2015-08-24T06:00,17.7,72,0.30,0.0,0.0,4.08,7.65
2015-08-24T07:00,17.0,82,0.90,0.0,6.0,4.31,7.66
2015-08-24T08:00,16.7,90,1.10,8.0,41.0,4.24,7.50
2015-08-24T09:00,18.0,88,0.80,51.0,91.0,4.28,7.02
2015-08-24T10:00,18.4,88,0.20,25.0,87.0,4.47,6.77
2015-08-24T11:00,18.8,86,0.00,23.0,93.0,4.60,6.52
2015-08-24T12:00,20.4,77,0.00,63.0,223.0,4.14,5.88
2015-08-24T13:00,23.3,62,0.00,490.0,164.0,5.15,6.99
2015-08-24T14:00,24.9,55,0.00,437.0,169.0,4.62,6.26
2015-08-24T15:00,25.9,52,0.00,469.0,136.0,4.65,6.22
2015-08-24T16:00,26.6,49,0.00,436.0,125.0,4.97,6.76
2015-08-24T17:00,26.7,49,0.00,342.0,110.0,4.94,6.91
2015-08-24T18:00,26.5,49,0.00,223.0,93.0,4.80,6.82
2015-08-24T19:00,25.7,51,0.00,46.0,90.0,3.82,6.45
2015-08-24T20:00,24.7,54,0.00,0.0,27.0,3.68,6.88
2015-08-24T21:00,24.0,59,0.00,0.0,0.0,3.75,7.22
2015-08-24T22:00,23.6,59,0.00,0.0,0.0,4.20,8.08
2015-08-24T23:00,23.1,59,0.00,0.0,0.0,3.58,7.44
2015-08-25T00:00,22.2,62,0.00,0.0,0.0,3.72,7.22
2015-08-25T01:00,21.4,66,0.00,0.0,0.0,3.57,6.90
2015-08-25T02:00,20.4,76,0.10,0.0,0.0,5.19,9.07
2015-08-25T03:00,18.9,82,1.00,0.0,0.0,5.06,8.84
2015-08-25T04:00,17.4,88,2.50,0.0,0.0,3.40,6.54
2015-08-25T05:00,17.0,89,4.10,0.0,0.0,3.20,6.09
2015-08-25T06:00,16.8,89,2.20,0.0,0.0,3.71,6.78
2015-08-25T07:00,16.8,89,0.60,0.0,3.0,4.31,7.87
2015-08-25T08:00,16.8,86,0.00,0.0,21.0,4.96,8.71
2015-08-25T09:00,16.7,79,0.10,0.0,24.0,5.38,9.39
2015-08-25T10:00,17.9,68,0.00,90.0,142.0,5.76,9.28
2015-08-25T11:00,19.6,56,0.00,247.0,214.0,7.80,11.24
2015-08-25T12:00,20.8,51,0.00,251.0,218.0,8.28,11.70
2015-08-25T13:00,21.1,51,0.00,237.0,199.0,7.58,10.94
2015-08-25T14:00,20.5,55,0.10,189.0,163.0,7.33,10.56
2015-08-25T15:00,20.4,56,0.00,103.0,186.0,6.93,10.06
2015-08-25T16:00,21.1,52,0.00,242.0,162.0,5.79,8.35
2015-08-25T17:00,21.5,50,0.00,277.0,116.0,5.69,8.22
2015-08-25T18:00,21.1,50,0.00,142.0,78.0,5.24,7.80
2015-08-25T19:00,20.6,52,0.00,63.0,59.0,4.36,7.13
2015-08-25T20:00,19.9,54,0.00,12.0,20.0,4.05,6.92
2015-08-25T21:00,18.6,65,0.00,0.0,0.0,3.70,6.63
2015-08-25T22:00,18.2,66,0.00,0.0,0.0,3.32,6.20
2015-08-25T23:00,17.5,68,0.00,0.0,0.0,2.97,6.30
2015-08-26T00:00,17.2,69,0.00,0.0,0.0,3.50,6.66
2015-08-26T01:00,16.6,72,0.20,0.0,0.0,2.61,5.59
2015-08-26T02:00,16.3,73,0.00,0.0,0.0,2.88,5.92
2015-08-26T03:00,15.7,75,0.00,0.0,0.0,2.97,6.31
2015-08-26T04:00,15.3,75,0.00,0.0,0.0,3.13,6.45
2015-08-26T05:00,15.1,74,0.00,0.0,0.0,2.81,5.88
2015-08-26T06:00,15.1,73,0.00,0.0,0.0,2.72,5.76
2015-08-26T07:00,15.3,71,0.00,7.0,14.0,3.20,6.20
2015-08-26T08:00,16.5,66,0.00,47.0,52.0,3.60,6.79
2015-08-26T09:00,17.7,68,0.00,160.0,89.0,4.24,6.29
2015-08-26T10:00,19.5,59,0.00,262.0,122.0,4.38,6.13
2015-08-26T11:00,21.2,53,0.00,325.0,167.0,4.30,5.97
2015-08-26T12:00,22.6,51,0.00,371.0,212.0,3.67,4.92
2015-08-26T13:00,23.8,49,0.00,439.0,188.0,3.90,5.15
2015-08-26T14:00,24.8,47,0.00,504.0,164.0,4.21,5.72
2015-08-26T15:00,25.6,45,0.00,502.0,144.0,4.65,6.30
2015-08-26T16:00,26.1,43,0.00,358.0,153.0,4.61,6.26
2015-08-26T17:00,26.1,42,0.00,176.0,168.0,4.44,6.09
2015-08-26T18:00,25.9,43,0.00,95.0,144.0,4.08,5.88
2015-08-26T19:00,25.1,46,0.00,50.0,78.0,2.91,5.45
2015-08-26T20:00,23.5,51,0.00,13.0,26.0,2.47,5.84
2015-08-26T21:00,22.0,56,0.00,0.0,0.0,2.82,6.62
2015-08-26T22:00,21.1,57,0.00,0.0,0.0,3.27,7.28
2015-08-26T23:00,20.3,58,0.00,0.0,0.0,3.72,7.91
2015-08-27T00:00,19.8,58,0.00,0.0,0.0,4.37,8.85
2015-08-27T01:00,19.4,57,0.00,0.0,0.0,4.00,8.45
2015-08-27T02:00,19.1,56,0.00,0.0,0.0,3.93,8.26
2015-08-27T03:00,18.8,55,0.00,0.0,0.0,3.96,8.30
2015-08-27T04:00,18.4,54,0.00,0.0,0.0,4.08,8.40
2015-08-27T05:00,18.0,55,0.00,0.0,0.0,4.15,8.45
2015-08-27T06:00,17.5,56,0.00,0.0,0.0,4.08,8.51
2015-08-27T07:00,17.6,57,0.00,4.0,16.0,4.23,8.41
2015-08-27T08:00,18.7,55,0.00,36.0,77.0,4.30,8.06
2015-08-27T09:00,20.8,52,0.00,100.0,122.0,4.30,6.87
2015-08-27T10:00,22.8,48,0.00,235.0,120.0,4.52,6.57
2015-08-27T11:00,24.6,46,0.00,322.0,144.0,4.58,6.28
2015-08-27T12:00,26.3,45,0.00,447.0,143.0,3.98,5.36
2015-08-27T13:00,27.4,44,0.00,527.0,151.0,3.49,4.52
2015-08-27T14:00,27.8,43,0.00,436.0,192.0,3.52,4.59
2015-08-27T15:00,27.7,44,0.00,277.0,211.0,2.73,3.58
2015-08-27T16:00,27.6,44,0.00,215.0,208.0,2.36,3.02
2015-08-27T17:00,27.4,45,0.00,154.0,149.0,2.27,3.14
2015-08-27T18:00,26.6,49,0.00,84.0,120.0,1.14,2.32
2015-08-27T19:00,24.9,55,0.00,11.0,76.0,0.82,0.57
2015-08-27T20:00,22.4,65,0.00,2.0,18.0,1.22,2.44
2015-08-27T21:00,23.1,62,0.00,0.0,0.0,1.63,3.22
2015-08-27T22:00,21.8,69,0.00,0.0,0.0,2.28,3.69
2015-08-27T23:00,20.1,80,0.00,0.0,0.0,4.25,7.25
2015-08-28T00:00,19.2,85,0.30,0.0,0.0,3.96,6.69
2015-08-28T01:00,18.5,90,0.50,0.0,0.0,2.82,5.25
2015-08-28T02:00,18.2,92,0.20,0.0,0.0,1.90,3.81
2015-08-28T03:00,17.9,94,0.60,0.0,0.0,1.43,2.67
2015-08-28T04:00,17.6,94,1.00,0.0,0.0,1.46,2.69
2015-08-28T05:00,17.1,94,1.50,0.0,0.0,2.55,4.37
2015-08-28T06:00,16.4,94,1.90,0.0,0.0,3.04,4.90
2015-08-28T07:00,15.8,93,1.00,0.0,2.0,3.54,5.50
2015-08-28T08:00,15.5,93,0.20,0.0,12.0,3.10,4.84
2015-08-28T09:00,15.9,88,0.00,29.0,87.0,3.32,4.74
2015-08-28T10:00,16.5,83,0.00,58.0,124.0,3.59,4.97
2015-08-28T11:00,17.8,73,0.00,162.0,152.0,3.73,4.95
2015-08-28T12:00,19.2,64,0.00,221.0,214.0,2.91,3.76
2015-08-28T13:00,20.0,58,0.00,187.0,242.0,2.90,3.90
2015-08-28T14:00,20.2,57,0.00,41.0,246.0,3.26,4.46
2015-08-28T15:00,20.4,56,0.00,43.0,229.0,3.51,4.81
2015-08-28T16:00,20.5,55,0.00,65.0,189.0,3.30,4.40
2015-08-28T17:00,20.3,56,0.00,24.0,135.0,3.21,4.30
2015-08-28T18:00,20.2,56,0.00,34.0,109.0,3.10,4.30
2015-08-28T19:00,19.9,57,0.00,17.0,59.0,2.70,4.00
2015-08-28T20:00,19.4,60,0.00,6.0,17.0,1.80,3.80
2015-08-28T21:00,17.9,68,0.00,0.0,0.0,1.61,3.80
2015-08-28T22:00,16.9,74,0.00,0.0,0.0,1.68,3.91
2015-08-28T23:00,15.7,80,0.00,0.0,0.0,1.75,4.21
2015-08-29T00:00,14.7,86,0.00,0.0,0.0,1.64,3.83
2015-08-29T01:00,13.8,89,0.00,0.0,0.0,1.66,3.92
2015-08-29T02:00,13.3,90,0.00,0.0,0.0,1.66,4.02
2015-08-29T03:00,13.0,91,0.00,0.0,0.0,1.80,3.86
2015-08-29T04:00,12.7,91,0.00,0.0,0.0,1.58,3.96
2015-08-29T05:00,12.6,92,0.00,0.0,0.0,1.70,3.70
2015-08-29T06:00,12.8,92,0.00,0.0,0.0,1.49,3.32
2015-08-29T07:00,13.0,93,0.00,7.0,12.0,1.50,3.10
2015-08-29T08:00,14.9,90,0.00,74.0,51.0,1.20,2.28
2015-08-29T09:00,16.2,90,0.00,100.0,124.0,1.06,1.49
2015-08-29T10:00,18.1,80,0.00,186.0,158.0,1.00,1.30
2015-08-29T11:00,19.8,68,0.00,352.0,135.0,1.28,1.56
2015-08-29T12:00,21.3,56,0.00,529.0,113.0,1.00,1.30
2015-08-29T13:00,22.3,50,0.00,491.0,151.0,1.22,1.51
2015-08-29T14:00,22.6,47,0.00,288.0,236.0,1.55,1.96
2015-08-29T15:00,23.3,45,0.00,427.0,169.0,1.84,2.34
2015-08-29T16:00,23.5,44,0.00,384.0,130.0,1.77,2.27
2015-08-29T17:00,23.6,44,0.00,266.0,127.0,1.30,1.61
2015-08-29T18:00,23.5,44,0.00,227.0,77.0,1.17,1.49
2015-08-29T19:00,23.0,47,0.00,89.0,58.0,0.54,0.91
2015-08-29T20:00,21.5,54,0.00,14.0,18.0,1.26,0.91
2015-08-29T21:00,19.3,64,0.00,0.0,0.0,1.71,2.35
2015-08-29T22:00,18.0,68,0.00,0.0,0.0,1.75,3.51
2015-08-29T23:00,17.1,71,0.00,0.0,0.0,1.70,4.14
2015-08-30T00:00,16.6,73,0.00,0.0,0.0,1.70,3.55
2015-08-30T01:00,16.7,73,0.00,0.0,0.0,1.60,3.89
2015-08-30T02:00,16.3,74,0.00,0.0,0.0,1.81,3.41
2015-08-30T03:00,16.1,75,0.00,0.0,0.0,1.43,3.02
2015-08-30T04:00,15.8,77,0.00,0.0,0.0,1.55,2.91
2015-08-30T05:00,15.4,79,0.00,0.0,0.0,1.58,2.91
2015-08-30T06:00,15.1,81,0.00,0.0,0.0,1.82,3.45
2015-08-30T07:00,15.4,82,0.00,5.0,11.0,1.92,3.57
2015-08-30T08:00,17.9,73,0.00,62.0,51.0,2.06,3.57
2015-08-30T09:00,20.4,68,0.00,168.0,82.0,1.81,3.50
2015-08-30T10:00,22.9,60,0.00,259.0,116.0,1.90,2.70
2015-08-30T11:00,25.0,55,0.00,395.0,117.0,2.10,2.71
2015-08-30T12:00,26.2,53,0.00,419.0,134.0,2.09,2.60
2015-08-30T13:00,27.1,52,0.00,391.0,164.0,1.71,2.20
2015-08-30T14:00,28.0,51,0.00,434.0,156.0,2.02,2.65
2015-08-30T15:00,28.8,49,0.00,455.0,130.0,2.53,3.32
2015-08-30T16:00,29.3,48,0.00,406.0,114.0,2.45,3.30
2015-08-30T17:00,29.3,49,0.00,325.0,95.0,2.61,3.52
2015-08-30T18:00,29.1,50,0.00,207.0,80.0,2.70,3.82
2015-08-30T19:00,28.0,55,0.00,89.0,55.0,2.15,4.57
2015-08-30T20:00,26.0,60,0.00,12.0,18.0,2.73,6.06
2015-08-30T21:00,24.5,63,0.00,0.0,0.0,3.04,6.79
2015-08-30T22:00,23.6,65,0.00,0.0,0.0,3.04,6.81
2015-08-30T23:00,22.8,67,0.00,0.0,0.0,2.90,6.51
2015-08-31T00:00,22.2,69,0.00,0.0,0.0,2.92,6.58
2015-08-31T01:00,21.7,70,0.00,0.0,0.0,2.68,6.24
2015-08-31T02:00,21.2,71,0.00,0.0,0.0,2.33,5.69
2015-08-31T03:00,20.6,74,0.00,0.0,0.0,2.20,5.52
2015-08-31T04:00,19.9,78,0.00,0.0,0.0,1.89,4.89
2015-08-31T05:00,19.1,82,0.00,0.0,0.0,1.88,3.80
2015-08-31T06:00,18.4,86,0.00,0.0,0.0,1.93,3.41
2015-08-31T07:00,18.2,89,0.00,5.0,10.0,1.70,3.05
2015-08-31T08:00,20.7,80,0.00,58.0,53.0,1.66,2.21
2015-08-31T09:00,22.9,76,0.00,48.0,138.0,0.95,1.49
2015-08-31T10:00,25.2,68,0.00,149.0,180.0,0.91,1.10
2015-08-31T11:00,27.5,61,0.00,327.0,160.0,1.04,1.33
2015-08-31T12:00,29.5,56,0.00,453.0,142.0,2.22,2.92
2015-08-31T13:00,31.2,51,0.00,551.0,113.0,2.42,3.22
2015-08-31T14:00,32.5,46,0.00,548.0,117.0,2.39,3.24
2015-08-31T15:00,33.3,41,0.00,502.0,120.0,1.33,1.84
2015-08-31T16:00,33.5,38,0.00,397.0,128.0,0.81,1.12
2015-08-31T17:00,33.4,37,0.00,282.0,121.0,1.14,1.61
2015-08-31T18:00,32.8,40,0.00,162.0,96.0,0.85,1.89
2015-08-31T19:00,31.2,45,0.00,73.0,56.0,1.36,2.15
2015-08-31T20:00,29.1,51,0.00,11.0,16.0,1.89,3.16
2015-08-31T21:00,27.6,55,0.00,0.0,0.0,1.87,4.02
2015-08-31T22:00,26.2,60,0.00,0.0,0.0,2.10,4.78
2015-08-31T23:00,25.0,63,0.00,0.0,0.0,2.12,5.33
2015-09-01T00:00,24.0,66,0.00,0.0,0.0,2.14,5.84
2015-09-01T01:00,23.4,67,0.00,0.0,0.0,2.02,5.59
2015-09-01T02:00,22.8,68,0.00,0.0,0.0,1.60,4.52
2015-09-01T03:00,22.1,71,0.00,0.0,0.0,1.61,3.42
2015-09-01T04:00,21.3,74,0.00,0.0,0.0,2.64,5.79
2015-09-01T05:00,20.7,77,0.00,0.0,0.0,3.13,7.30
2015-09-01T06:00,20.2,79,0.00,0.0,0.0,2.70,6.22
2015-09-01T07:00,20.3,78,0.00,5.0,9.0,2.80,6.04
2015-09-01T08:00,21.7,74,0.00,64.0,47.0,3.30,6.20
2015-09-01T09:00,22.5,76,0.00,175.0,74.0,3.42,5.16
2015-09-01T10:00,23.7,72,0.00,281.0,96.0,3.65,5.08
2015-09-01T11:00,25.1,65,0.00,412.0,105.0,3.40,4.50
2015-09-01T12:00,26.3,60,0.00,478.0,118.0,3.04,3.98
2015-09-01T13:00,27.1,56,0.00,503.0,137.0,2.82,3.62
2015-09-01T14:00,27.6,54,0.00,465.0,159.0,3.18,4.20
